year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2022-03,Chertanovo Severnoye,YuAO,241100,272500,1005,172,39,117,20.0,22.5
2022-04,Chertanovo Severnoye,YuAO,244900,269400,1020,26,39,83,9.5,12.0
2022-05,Chertanovo Severnoye,YuAO,237800,255100,991,178,58,28,9.5,12.0
2022-06,Chertanovo Severnoye,YuAO,246700,285300,1028,100,68,48,9.5,12.0
2022-07,Chertanovo Severnoye,YuAO,253400,272400,1056,64,42,49,9.5,12.0
2022-08,Chertanovo Severnoye,YuAO,246300,282300,1026,67,23,67,9.5,12.0
2022-09,Chertanovo Severnoye,YuAO,262900,300900,1095,89,66,114,9.5,12.0
2022-10,Chertanovo Severnoye,YuAO,256100,273500,1067,73,35,33,7.5,10.0
2022-11,Chertanovo Severnoye,YuAO,256400,282600,1068,172,79,46,7.5,10.0
2022-12,Chertanovo Severnoye,YuAO,258400,283500,1077,96,5,18,7.5,10.0
2023-01,Chertanovo Severnoye,YuAO,266600,290600,1111,133,72,63,7.5,10.0
2023-02,Chertanovo Severnoye,YuAO,263300,277300,1097,78,12,69,7.5,10.0
2023-03,Chertanovo Severnoye,YuAO,271300,296900,1130,126,15,73,7.5,10.0
2023-04,Chertanovo Severnoye,YuAO,264800,279100,1103,184,49,110,7.5,10.0
2023-05,Chertanovo Severnoye,YuAO,264100,279000,1101,97,59,72,7.5,10.0
2023-06,Chertanovo Severnoye,YuAO,278100,311400,1159,108,23,39,7.5,10.0
2023-07,Chertanovo Severnoye,YuAO,279500,307200,1165,127,65,72,13.0,15.5
2023-08,Chertanovo Severnoye,YuAO,270300,297200,1126,77,25,112,13.0,15.5
2023-09,Chertanovo Severnoye,YuAO,260300,289800,1085,120,69,45,13.0,15.5
2023-10,Chertanovo Severnoye,YuAO,279000,300900,1163,78,18,32,13.0,15.5
2023-11,Chertanovo Severnoye,YuAO,273700,294800,1140,75,57,85,13.0,15.5
2023-12,Chertanovo Severnoye,YuAO,270600,313700,1127,134,78,60,13.0,15.5
2024-01,Chertanovo Severnoye,YuAO,269300,294400,1122,89,33,57,16.0,18.5
2024-02,Chertanovo Severnoye,YuAO,290100,324200,1209,86,46,72,16.0,18.5
2024-03,Chertanovo Severnoye,YuAO,278400,299800,1160,177,63,109,16.0,18.5
2024-04,Chertanovo Severnoye,YuAO,288500,317700,1202,74,17,99,16.0,18.5
2024-05,Chertanovo Severnoye,YuAO,284500,317300,1185,93,29,76,16.0,18.5
2024-06,Chertanovo Severnoye,YuAO,285700,307300,1190,143,57,30,16.0,18.5
2024-07,Chertanovo Severnoye,YuAO,294400,328200,1227,44,17,26,16.0,18.5
2024-08,Chertanovo Severnoye,YuAO,286700,303500,1194,103,54,77,16.0,18.5
2024-09,Chertanovo Severnoye,YuAO,291300,311500,1214,123,45,56,16.0,18.5
2024-10,Chertanovo Severnoye,YuAO,285400,311800,1189,88,21,89,21.0,23.5
2024-11,Chertanovo Severnoye,YuAO,289300,308500,1205,135,10,107,21.0,23.5
2024-12,Chertanovo Severnoye,YuAO,283300,305500,1181,163,29,28,21.0,23.5
2025-01,Chertanovo Severnoye,YuAO,268400,307700,1118,21,39,63,21.0,23.5
2025-02,Chertanovo Severnoye,YuAO,276200,306900,1151,102,69,68,21.0,23.5
2025-03,Chertanovo Severnoye,YuAO,277100,296100,1155,164,25,110,21.0,23.5
2025-04,Chertanovo Severnoye,YuAO,277000,290200,1154,53,40,103,21.0,23.5
2025-05,Chertanovo Severnoye,YuAO,283900,300200,1183,88,63,113,21.0,23.5
2025-06,Chertanovo Severnoye,YuAO,273300,292600,1139,77,34,91,21.0,23.5
2025-07,Chertanovo Severnoye,YuAO,283600,301100,1182,165,6,100,17.0,19.5
2025-08,Chertanovo Severnoye,YuAO,280400,301100,1169,199,78,17,17.0,19.5
2025-09,Chertanovo Severnoye,YuAO,274400,300700,1143,89,42,106,17.0,19.5
2025-10,Chertanovo Severnoye,YuAO,292900,318100,1220,59,24,39,17.0,19.5
2025-11,Chertanovo Severnoye,YuAO,267700,298700,1116,159,27,53,17.0,19.5
2025-12,Chertanovo Severnoye,YuAO,281600,315600,1173,181,36,74,17.0,19.5
2026-01,Chertanovo Severnoye,YuAO,291400,316200,1214,131,64,82,17.0,19.5
2026-02,Chertanovo Severnoye,YuAO,274700,306400,1145,53,50,110,17.0,19.5
2026-03,Chertanovo Severnoye,YuAO,302700,336200,1261,47,33,17,17.0,19.5
2026-04,Chertanovo Severnoye,YuAO,290100,314200,1209,175,65,22,17.0,19.5
2020-01,Chertanovo Tsentralnoye,YuAO,177900,198800,741,180,42,87,6.0,8.5
2020-02,Chertanovo Tsentralnoye,YuAO,174800,186800,728,193,47,111,6.0,8.5
2020-03,Chertanovo Tsentralnoye,YuAO,186800,202400,778,120,10,49,6.0,8.5
2020-04,Chertanovo Tsentralnoye,YuAO,179400,200400,748,36,44,40,4.25,6.75
2020-05,Chertanovo Tsentralnoye,YuAO,182300,204100,760,140,49,107,4.25,6.75
2020-06,Chertanovo Tsentralnoye,YuAO,198100,223700,826,71,63,20,4.25,6.75
2020-07,Chertanovo Tsentralnoye,YuAO,193800,213000,807,158,28,57,4.25,6.75
2020-08,Chertanovo Tsentralnoye,YuAO,195700,199800,815,52,56,81,4.25,6.75
2020-09,Chertanovo Tsentralnoye,YuAO,193000,208600,804,140,43,13,4.25,6.75
2020-10,Chertanovo Tsentralnoye,YuAO,206700,229600,861,122,63,108,4.25,6.75
2020-11,Chertanovo Tsentralnoye,YuAO,204900,216600,854,181,8,27,4.25,6.75
2020-12,Chertanovo Tsentralnoye,YuAO,198100,217600,826,65,19,86,4.25,6.75
2021-01,Chertanovo Tsentralnoye,YuAO,206000,224500,858,63,18,19,4.25,6.75
2021-02,Chertanovo Tsentralnoye,YuAO,223200,251000,930,61,63,105,4.25,6.75
2021-03,Chertanovo Tsentralnoye,YuAO,221300,253200,922,67,55,106,4.25,6.75
2021-04,Chertanovo Tsentralnoye,YuAO,219200,243000,913,72,38,14,8.5,11.0
2021-05,Chertanovo Tsentralnoye,YuAO,219900,245300,916,121,64,13,8.5,11.0
2021-06,Chertanovo Tsentralnoye,YuAO,224700,256300,936,175,31,113,8.5,11.0
2021-07,Chertanovo Tsentralnoye,YuAO,221000,243600,921,75,21,78,8.5,11.0
2021-08,Chertanovo Tsentralnoye,YuAO,229400,253100,956,134,70,31,8.5,11.0
2021-09,Chertanovo Tsentralnoye,YuAO,235600,255900,982,195,32,48,8.5,11.0
2021-10,Chertanovo Tsentralnoye,YuAO,234100,256100,975,172,14,80,8.5,11.0
2021-11,Chertanovo Tsentralnoye,YuAO,240900,270200,1004,157,8,22,8.5,11.0
2021-12,Chertanovo Tsentralnoye,YuAO,239400,253300,997,33,44,108,8.5,11.0
2022-01,Chertanovo Tsentralnoye,YuAO,249800,269600,1041,48,74,118,20.0,22.5
2022-02,Chertanovo Tsentralnoye,YuAO,242300,261100,1009,85,15,24,20.0,22.5
2022-03,Chertanovo Tsentralnoye,YuAO,248200,279800,1034,105,22,14,20.0,22.5
2022-04,Chertanovo Tsentralnoye,YuAO,234100,249100,975,178,38,106,9.5,12.0
2022-05,Chertanovo Tsentralnoye,YuAO,227800,250200,949,131,6,91,9.5,12.0
2022-06,Chertanovo Tsentralnoye,YuAO,239100,269300,996,41,39,74,9.5,12.0
2022-07,Chertanovo Tsentralnoye,YuAO,235900,250600,983,49,14,56,9.5,12.0
2022-08,Chertanovo Tsentralnoye,YuAO,232900,248100,970,87,63,28,9.5,12.0
2022-09,Chertanovo Tsentralnoye,YuAO,246800,273200,1028,34,30,73,9.5,12.0
2022-10,Chertanovo Tsentralnoye,YuAO,242700,266000,1011,135,79,72,7.5,10.0
2022-11,Chertanovo Tsentralnoye,YuAO,247200,259300,1030,37,74,25,7.5,10.0
2022-12,Chertanovo Tsentralnoye,YuAO,251800,274400,1049,69,12,84,7.5,10.0
2023-01,Chertanovo Tsentralnoye,YuAO,256900,270600,1071,94,75,46,7.5,10.0
2023-02,Chertanovo Tsentralnoye,YuAO,262700,288200,1095,54,63,103,7.5,10.0
2023-03,Chertanovo Tsentralnoye,YuAO,266600,297100,1111,169,19,110,7.5,10.0
2023-04,Chertanovo Tsentralnoye,YuAO,267700,290000,1115,43,76,87,7.5,10.0
2023-05,Chertanovo Tsentralnoye,YuAO,250200,273200,1043,68,40,44,7.5,10.0
2023-06,Chertanovo Tsentralnoye,YuAO,258000,286300,1075,117,20,90,7.5,10.0
2023-07,Chertanovo Tsentralnoye,YuAO,261100,300500,1088,157,25,30,13.0,15.5
2023-08,Chertanovo Tsentralnoye,YuAO,273500,289700,1139,42,58,98,13.0,15.5
2023-09,Chertanovo Tsentralnoye,YuAO,268800,308700,1120,27,23,44,13.0,15.5
2023-10,Chertanovo Tsentralnoye,YuAO,261400,286000,1089,70,56,16,13.0,15.5
2023-11,Chertanovo Tsentralnoye,YuAO,249000,273500,1037,114,55,109,13.0,15.5
2023-12,Chertanovo Tsentralnoye,YuAO,263500,277100,1098,191,75,17,13.0,15.5
2024-01,Chertanovo Tsentralnoye,YuAO,265800,301900,1107,178,33,106,16.0,18.5
2024-02,Chertanovo Tsentralnoye,YuAO,270800,289700,1128,46,63,119,16.0,18.5
2024-03,Chertanovo Tsentralnoye,YuAO,280400,307200,1168,99,53,79,16.0,18.5
2024-04,Chertanovo Tsentralnoye,YuAO,277100,316700,1155,67,74,52,16.0,18.5
2024-05,Chertanovo Tsentralnoye,YuAO,275700,296100,1149,182,35,35,16.0,18.5
2024-06,Chertanovo Tsentralnoye,YuAO,272900,304300,1137,152,33,34,16.0,18.5
2024-07,Chertanovo Tsentralnoye,YuAO,289700,322800,1207,37,22,41,16.0,18.5
2024-08,Chertanovo Tsentralnoye,YuAO,264000,290200,1100,116,58,96,16.0,18.5
2024-09,Chertanovo Tsentralnoye,YuAO,284800,317300,1187,159,56,97,16.0,18.5
2024-10,Chertanovo Tsentralnoye,YuAO,269200,296100,1122,56,59,41,21.0,23.5
2024-11,Chertanovo Tsentralnoye,YuAO,277600,297200,1157,163,14,39,21.0,23.5
2024-12,Chertanovo Tsentralnoye,YuAO,267100,298800,1113,100,50,70,21.0,23.5
2025-01,Chertanovo Tsentralnoye,YuAO,269700,301200,1124,124,15,50,21.0,23.5
2025-02,Chertanovo Tsentralnoye,YuAO,267300,295800,1114,127,55,81,21.0,23.5
2025-03,Chertanovo Tsentralnoye,YuAO,260500,278300,1085,134,43,16,21.0,23.5
2025-04,Chertanovo Tsentralnoye,YuAO,270800,297000,1128,175,54,54,21.0,23.5
2025-05,Chertanovo Tsentralnoye,YuAO,261300,305700,1089,143,9,60,21.0,23.5
2025-06,Chertanovo Tsentralnoye,YuAO,265200,297900,1105,197,73,85,21.0,23.5
2025-07,Chertanovo Tsentralnoye,YuAO,269100,302200,1121,78,50,96,17.0,19.5
2025-08,Chertanovo Tsentralnoye,YuAO,275200,296300,1147,172,55,12,17.0,19.5
2025-09,Chertanovo Tsentralnoye,YuAO,271900,294000,1133,188,51,119,17.0,19.5
2025-10,Chertanovo Tsentralnoye,YuAO,261500,286000,1089,80,64,93,17.0,19.5
2025-11,Chertanovo Tsentralnoye,YuAO,273600,294700,1140,88,61,44,17.0,19.5
2025-12,Chertanovo Tsentralnoye,YuAO,282900,321800,1179,97,62,55,17.0,19.5
2026-01,Chertanovo Tsentralnoye,YuAO,268700,285200,1120,189,34,39,17.0,19.5
2026-02,Chertanovo Tsentralnoye,YuAO,276000,286200,1150,145,34,27,17.0,19.5
2026-03,Chertanovo Tsentralnoye,YuAO,275100,293200,1146,148,52,117,17.0,19.5
2026-04,Chertanovo Tsentralnoye,YuAO,277000,300800,1154,187,71,20,17.0,19.5
2020-01,Chertanovo Yuzhnoye,YuAO,172700,195000,720,81,39,106,6.0,8.5
2020-02,Chertanovo Yuzhnoye,YuAO,165300,175500,689,166,19,93,6.0,8.5
2020-03,Chertanovo Yuzhnoye,YuAO,168600,181500,703,192,71,22,6.0,8.5
2020-04,Chertanovo Yuzhnoye,YuAO,177500,197200,740,74,30,63,4.25,6.75
2020-05,Chertanovo Yuzhnoye,YuAO,179100,198900,746,164,33,61,4.25,6.75
2020-06,Chertanovo Yuzhnoye,YuAO,177800,194000,741,95,70,111,4.25,6.75
2020-07,Chertanovo Yuzhnoye,YuAO,175500,196100,731,115,77,119,4.25,6.75
2020-08,Chertanovo Yuzhnoye,YuAO,183000,195800,763,30,47,17,4.25,6.75
2020-09,Chertanovo Yuzhnoye,YuAO,190300,210200,793,26,26,56,4.25,6.75
2020-10,Chertanovo Yuzhnoye,YuAO,192500,211900,802,184,76,46,4.25,6.75
2020-11,Chertanovo Yuzhnoye,YuAO,185900,202900,774,104,40,19,4.25,6.75
2020-12,Chertanovo Yuzhnoye,YuAO,191200,208600,797,93,46,12,4.25,6.75
2021-01,Chertanovo Yuzhnoye,YuAO,189800,206900,791,199,54,23,4.25,6.75
2021-02,Chertanovo Yuzhnoye,YuAO,202500,215300,844,41,23,29,4.25,6.75
2021-03,Chertanovo Yuzhnoye,YuAO,208100,221600,867,55,13,33,4.25,6.75
2021-04,Chertanovo Yuzhnoye,YuAO,202700,222400,845,181,39,83,8.5,11.0
2021-05,Chertanovo Yuzhnoye,YuAO,209900,229800,874,194,72,107,8.5,11.0
2021-06,Chertanovo Yuzhnoye,YuAO,204600,209100,853,151,15,109,8.5,11.0
2021-07,Chertanovo Yuzhnoye,YuAO,205400,233400,856,142,75,30,8.5,11.0
2021-08,Chertanovo Yuzhnoye,YuAO,213600,234900,890,54,49,40,8.5,11.0
2021-09,Chertanovo Yuzhnoye,YuAO,219700,246000,915,68,20,33,8.5,11.0
2021-10,Chertanovo Yuzhnoye,YuAO,224300,263700,934,146,57,15,8.5,11.0
2021-11,Chertanovo Yuzhnoye,YuAO,226900,250900,945,38,41,56,8.5,11.0
2021-12,Chertanovo Yuzhnoye,YuAO,219500,238200,915,50,34,27,8.5,11.0
2022-01,Chertanovo Yuzhnoye,YuAO,235100,260100,979,63,69,103,20.0,22.5
2022-02,Chertanovo Yuzhnoye,YuAO,230300,263800,960,175,77,72,20.0,22.5
2022-03,Chertanovo Yuzhnoye,YuAO,213000,234000,887,85,38,53,20.0,22.5
2022-04,Chertanovo Yuzhnoye,YuAO,213900,236700,891,159,46,71,9.5,12.0
2022-05,Chertanovo Yuzhnoye,YuAO,228400,253800,952,180,22,16,9.5,12.0
2022-06,Chertanovo Yuzhnoye,YuAO,221500,243500,923,171,28,29,9.5,12.0
2022-07,Chertanovo Yuzhnoye,YuAO,224100,245200,934,174,15,25,9.5,12.0
2022-08,Chertanovo Yuzhnoye,YuAO,228200,259300,951,61,66,91,9.5,12.0
2022-09,Chertanovo Yuzhnoye,YuAO,229400,237700,956,28,59,101,9.5,12.0
2022-10,Chertanovo Yuzhnoye,YuAO,229900,262700,958,132,23,16,7.5,10.0
2022-11,Chertanovo Yuzhnoye,YuAO,233200,252400,971,140,32,64,7.5,10.0
2022-12,Chertanovo Yuzhnoye,YuAO,227700,260200,949,192,52,106,7.5,10.0
2023-01,Chertanovo Yuzhnoye,YuAO,244000,277600,1017,109,52,29,7.5,10.0
2023-02,Chertanovo Yuzhnoye,YuAO,243100,262900,1013,175,65,68,7.5,10.0
2023-03,Chertanovo Yuzhnoye,YuAO,238200,262900,992,174,64,58,7.5,10.0
2023-04,Chertanovo Yuzhnoye,YuAO,249200,284500,1038,66,27,25,7.5,10.0
2023-05,Chertanovo Yuzhnoye,YuAO,243300,273400,1014,130,17,97,7.5,10.0
2023-06,Chertanovo Yuzhnoye,YuAO,244900,271200,1020,175,31,75,7.5,10.0
2023-07,Chertanovo Yuzhnoye,YuAO,247000,260900,1029,43,12,24,13.0,15.5
2023-08,Chertanovo Yuzhnoye,YuAO,247800,270600,1032,191,64,84,13.0,15.5
2023-09,Chertanovo Yuzhnoye,YuAO,248100,272300,1034,93,28,47,13.0,15.5
2023-10,Chertanovo Yuzhnoye,YuAO,256800,279700,1070,23,23,42,13.0,15.5
2023-11,Chertanovo Yuzhnoye,YuAO,250600,274500,1044,100,69,60,13.0,15.5
2023-12,Chertanovo Yuzhnoye,YuAO,250400,274300,1043,49,8,115,13.0,15.5
2024-01,Chertanovo Yuzhnoye,YuAO,263000,283500,1096,168,15,25,16.0,18.5
2024-02,Chertanovo Yuzhnoye,YuAO,253100,275900,1055,80,38,114,16.0,18.5
2024-03,Chertanovo Yuzhnoye,YuAO,260800,304000,1087,100,49,30,16.0,18.5
2024-04,Chertanovo Yuzhnoye,YuAO,256500,275200,1069,162,38,25,16.0,18.5
2024-05,Chertanovo Yuzhnoye,YuAO,263300,294000,1097,95,62,88,16.0,18.5
2024-06,Chertanovo Yuzhnoye,YuAO,256600,289300,1069,87,64,95,16.0,18.5
2024-07,Chertanovo Yuzhnoye,YuAO,262700,293900,1095,124,37,75,16.0,18.5
2024-08,Chertanovo Yuzhnoye,YuAO,253900,281600,1058,185,18,32,16.0,18.5
2024-09,Chertanovo Yuzhnoye,YuAO,249500,281100,1040,21,70,119,16.0,18.5
2024-10,Chertanovo Yuzhnoye,YuAO,258400,284800,1077,68,54,16,21.0,23.5
2024-11,Chertanovo Yuzhnoye,YuAO,236200,254000,984,29,17,61,21.0,23.5
2024-12,Chertanovo Yuzhnoye,YuAO,248500,265500,1035,81,65,119,21.0,23.5
2025-01,Chertanovo Yuzhnoye,YuAO,252300,271600,1051,83,50,58,21.0,23.5
2025-02,Chertanovo Yuzhnoye,YuAO,262200,297600,1093,160,46,62,21.0,23.5
2025-03,Chertanovo Yuzhnoye,YuAO,252600,277800,1052,147,38,78,21.0,23.5
2025-04,Chertanovo Yuzhnoye,YuAO,252600,276200,1053,59,74,76,21.0,23.5
2025-05,Chertanovo Yuzhnoye,YuAO,248000,273700,1034,75,5,23,21.0,23.5
2025-06,Chertanovo Yuzhnoye,YuAO,257700,282500,1074,185,49,64,21.0,23.5
2025-07,Chertanovo Yuzhnoye,YuAO,242400,267700,1010,138,28,97,17.0,19.5
2025-08,Chertanovo Yuzhnoye,YuAO,261600,282600,1090,98,21,112,17.0,19.5
2025-09,Chertanovo Yuzhnoye,YuAO,256700,287100,1069,170,34,16,17.0,19.5
2025-10,Chertanovo Yuzhnoye,YuAO,245300,262100,1022,83,7,66,17.0,19.5
2025-11,Chertanovo Yuzhnoye,YuAO,254100,282900,1059,165,35,101,17.0,19.5
2025-12,Chertanovo Yuzhnoye,YuAO,265000,291500,1104,103,40,41,17.0,19.5
2026-01,Chertanovo Yuzhnoye,YuAO,249800,288700,1041,49,30,25,17.0,19.5
2026-02,Chertanovo Yuzhnoye,YuAO,255200,280100,1063,115,24,44,17.0,19.5
2026-03,Chertanovo Yuzhnoye,YuAO,262900,293400,1095,101,60,103,17.0,19.5
2026-04,Chertanovo Yuzhnoye,YuAO,252200,263600,1051,121,28,35,17.0,19.5
2020-01,Akademichesky,YuZAO,282900,313200,1179,126,75,117,6.0,8.5
2020-02,Akademichesky,YuZAO,288100,323800,1201,89,8,39,6.0,8.5
2020-03,Akademichesky,YuZAO,288000,314300,1200,172,63,36,6.0,8.5
2020-04,Akademichesky,YuZAO,286400,320600,1193,116,31,25,4.25,6.75
2020-05,Akademichesky,YuZAO,298500,333700,1244,47,14,50,4.25,6.75
2020-06,Akademichesky,YuZAO,307400,335400,1281,83,59,114,4.25,6.75
2020-07,Akademichesky,YuZAO,292700,332600,1220,85,66,40,4.25,6.75
2020-08,Akademichesky,YuZAO,301000,333500,1254,187,77,51,4.25,6.75
2020-09,Akademichesky,YuZAO,307100,337800,1280,147,50,116,4.25,6.75
2020-10,Akademichesky,YuZAO,320200,351000,1334,150,7,19,4.25,6.75
2020-11,Akademichesky,YuZAO,328600,363500,1369,168,14,28,4.25,6.75
2020-12,Akademichesky,YuZAO,317300,336000,1322,93,58,75,4.25,6.75
2021-01,Akademichesky,YuZAO,326600,350600,1361,70,68,52,4.25,6.75
2021-02,Akademichesky,YuZAO,322100,357300,1342,195,71,32,4.25,6.75
2021-03,Akademichesky,YuZAO,334900,367400,1395,21,13,56,4.25,6.75
2021-04,Akademichesky,YuZAO,345000,391200,1438,189,65,24,8.5,11.0
2021-05,Akademichesky,YuZAO,353900,399900,1475,89,19,114,8.5,11.0
2021-06,Akademichesky,YuZAO,345300,388400,1439,21,48,53,8.5,11.0
2021-07,Akademichesky,YuZAO,359100,406300,1496,33,26,45,8.5,11.0
2021-08,Akademichesky,YuZAO,376300,414700,1568,192,30,91,8.5,11.0
2021-09,Akademichesky,YuZAO,357600,396900,1490,102,42,101,8.5,11.0
2021-10,Akademichesky,YuZAO,386500,422300,1610,50,19,71,8.5,11.0
2021-11,Akademichesky,YuZAO,366600,418800,1528,42,11,44,8.5,11.0
2021-12,Akademichesky,YuZAO,381900,416900,1591,56,54,109,8.5,11.0
2022-01,Akademichesky,YuZAO,378900,418700,1579,154,52,27,20.0,22.5
2022-02,Akademichesky,YuZAO,383800,415400,1599,132,74,47,20.0,22.5
2022-03,Akademichesky,YuZAO,384800,426700,1603,198,59,114,20.0,22.5
2022-04,Akademichesky,YuZAO,393900,441700,1641,125,61,74,9.5,12.0
2022-05,Akademichesky,YuZAO,362200,399300,1509,152,7,89,9.5,12.0
2022-06,Akademichesky,YuZAO,377200,415200,1572,49,30,11,9.5,12.0
2022-07,Akademichesky,YuZAO,390100,431300,1625,193,74,33,9.5,12.0
2022-08,Akademichesky,YuZAO,391800,433100,1633,176,55,55,9.5,12.0
2022-09,Akademichesky,YuZAO,380100,421200,1584,69,16,113,9.5,12.0
2022-10,Akademichesky,YuZAO,397500,433500,1656,96,50,87,7.5,10.0
2022-11,Akademichesky,YuZAO,401600,448100,1673,199,18,81,7.5,10.0
2022-12,Akademichesky,YuZAO,395100,451500,1646,87,75,38,7.5,10.0
2023-01,Akademichesky,YuZAO,388600,414900,1619,87,20,66,7.5,10.0
2023-02,Akademichesky,YuZAO,404800,435800,1687,115,68,81,7.5,10.0
2023-03,Akademichesky,YuZAO,416000,464400,1733,166,79,94,7.5,10.0
2023-04,Akademichesky,YuZAO,410000,448800,1708,76,64,31,7.5,10.0
2023-05,Akademichesky,YuZAO,412400,450800,1718,164,22,30,7.5,10.0
2023-06,Akademichesky,YuZAO,420300,458100,1751,164,49,21,7.5,10.0
2023-07,Akademichesky,YuZAO,428300,483100,1784,123,64,64,13.0,15.5
2023-08,Akademichesky,YuZAO,412600,456500,1719,22,10,54,13.0,15.5
2023-09,Akademichesky,YuZAO,429500,467700,1789,126,51,72,13.0,15.5
2023-10,Akademichesky,YuZAO,439700,490400,1832,109,62,113,13.0,15.5
2023-11,Akademichesky,YuZAO,415400,455200,1731,75,49,15,13.0,15.5
2023-12,Akademichesky,YuZAO,442800,494100,1845,124,74,31,13.0,15.5
2024-01,Akademichesky,YuZAO,438800,491300,1828,93,34,81,16.0,18.5
2024-02,Akademichesky,YuZAO,447100,529300,1863,188,79,75,16.0,18.5
2024-03,Akademichesky,YuZAO,421700,458100,1757,24,59,57,16.0,18.5
2024-04,Akademichesky,YuZAO,424800,463800,1770,152,62,30,16.0,18.5
2024-05,Akademichesky,YuZAO,439100,485800,1830,78,38,79,16.0,18.5
2024-06,Akademichesky,YuZAO,443400,508900,1848,105,14,69,16.0,18.5
2024-07,Akademichesky,YuZAO,442300,503900,1843,181,7,56,16.0,18.5
2024-08,Akademichesky,YuZAO,422200,466200,1759,175,16,67,16.0,18.5
2024-09,Akademichesky,YuZAO,430900,474900,1795,150,35,36,16.0,18.5
2024-10,Akademichesky,YuZAO,452200,502600,1884,37,53,68,21.0,23.5
2024-11,Akademichesky,YuZAO,422100,450400,1759,83,60,91,21.0,23.5
2024-12,Akademichesky,YuZAO,410300,450000,1710,102,37,117,21.0,23.5
2025-01,Akademichesky,YuZAO,426400,476400,1776,95,68,56,21.0,23.5
2025-02,Akademichesky,YuZAO,418700,446000,1745,23,72,60,21.0,23.5
2025-03,Akademichesky,YuZAO,432800,475600,1803,89,15,68,21.0,23.5
2025-04,Akademichesky,YuZAO,430400,498800,1793,97,8,10,21.0,23.5
2025-05,Akademichesky,YuZAO,438300,492200,1826,160,21,46,21.0,23.5
2025-06,Akademichesky,YuZAO,431700,459000,1799,198,7,81,21.0,23.5
2025-07,Akademichesky,YuZAO,427200,468400,1780,38,35,112,17.0,19.5
2025-08,Akademichesky,YuZAO,416900,447700,1737,191,47,66,17.0,19.5
2025-09,Akademichesky,YuZAO,411600,446400,1715,118,70,30,17.0,19.5
2025-10,Akademichesky,YuZAO,449600,478900,1873,156,30,12,17.0,19.5
2025-11,Akademichesky,YuZAO,429200,475900,1788,163,50,109,17.0,19.5
2025-12,Akademichesky,YuZAO,439900,479100,1833,133,45,57,17.0,19.5
2026-01,Akademichesky,YuZAO,435700,489000,1816,108,29,74,17.0,19.5
2026-02,Akademichesky,YuZAO,428600,455600,1786,181,59,97,17.0,19.5
2026-03,Akademichesky,YuZAO,425000,463500,1771,78,67,38,17.0,19.5
2026-04,Akademichesky,YuZAO,426900,473000,1779,40,34,57,17.0,19.5
2020-01,Gagarinsky,YuZAO,319800,335400,1333,88,40,57,6.0,8.5
2020-02,Gagarinsky,YuZAO,312600,350500,1302,141,10,111,6.0,8.5
2020-03,Gagarinsky,YuZAO,340000,378100,1417,89,74,43,6.0,8.5
2020-04,Gagarinsky,YuZAO,333000,364300,1388,195,29,21,4.25,6.75
2020-05,Gagarinsky,YuZAO,332500,365200,1385,86,65,97,4.25,6.75
2020-06,Gagarinsky,YuZAO,333400,372400,1389,175,8,67,4.25,6.75
2020-07,Gagarinsky,YuZAO,333700,354900,1390,196,54,10,4.25,6.75
2020-08,Gagarinsky,YuZAO,355100,392500,1480,197,39,112,4.25,6.75
2020-09,Gagarinsky,YuZAO,362400,414300,1510,171,55,43,4.25,6.75
2020-10,Gagarinsky,YuZAO,370500,421000,1544,83,77,101,4.25,6.75
2020-11,Gagarinsky,YuZAO,358800,380100,1495,99,60,50,4.25,6.75
2020-12,Gagarinsky,YuZAO,368000,416700,1533,106,39,108,4.25,6.75
2021-01,Gagarinsky,YuZAO,389600,449500,1623,125,39,61,4.25,6.75
2021-02,Gagarinsky,YuZAO,380100,435200,1584,169,45,70,4.25,6.75
2021-03,Gagarinsky,YuZAO,378000,408300,1575,156,56,13,4.25,6.75
2021-04,Gagarinsky,YuZAO,399900,442400,1666,59,40,119,8.5,11.0
2021-05,Gagarinsky,YuZAO,386900,428600,1612,109,76,91,8.5,11.0
2021-06,Gagarinsky,YuZAO,397800,429900,1657,167,67,74,8.5,11.0
2021-07,Gagarinsky,YuZAO,400000,454200,1667,163,66,56,8.5,11.0
2021-08,Gagarinsky,YuZAO,395300,414400,1647,181,17,52,8.5,11.0
2021-09,Gagarinsky,YuZAO,423000,455500,1763,73,29,40,8.5,11.0
2021-10,Gagarinsky,YuZAO,418600,476700,1744,118,54,23,8.5,11.0
2021-11,Gagarinsky,YuZAO,439300,484700,1830,180,62,11,8.5,11.0
2021-12,Gagarinsky,YuZAO,440900,480000,1837,189,21,11,8.5,11.0
2022-01,Gagarinsky,YuZAO,435600,477200,1815,166,30,107,20.0,22.5
2022-02,Gagarinsky,YuZAO,441300,487500,1839,103,13,69,20.0,22.5
2022-03,Gagarinsky,YuZAO,426900,482400,1779,138,31,88,20.0,22.5
2022-04,Gagarinsky,YuZAO,440600,493600,1836,138,66,116,9.5,12.0
2022-05,Gagarinsky,YuZAO,441600,473900,1840,134,14,26,9.5,12.0
2022-06,Gagarinsky,YuZAO,440000,479600,1833,184,63,65,9.5,12.0
2022-07,Gagarinsky,YuZAO,432800,476200,1804,42,38,82,9.5,12.0
