DISTRICT,BUILDING_TYPE,ROOMS,TO_CENTER_KM,AVG_PRICE_PER_SQM
Koptevo,khrushchev,4,12.19,100000.00
Pokrovskoye-Streshnevo,panel,4,12.19,196200.00
Zyuzino,panel,1,12.19,248400.00
Sviblovo,panel,1,12.19,190900.00
Severnoye Izmaylovo,panel,1,12.19,230000.00
Vostochnoye Izmaylovo,brick,2,12.19,182800.00
Marfino,khrushchev,5,12.19,169800.00
Beskudnikovsky,brick,3,12.19,204200.00
Veshnyaki,panel,2,12.19,137400.00
Ivanovskoye,panel,3,12.19,131300.00
Koptevo,brick,2,12.19,135800.00
Perovo,panel,3,12.19,160600.00
Veshnyaki,modern_panel,2,12.19,167200.00
Izmaylovo,modern_panel,1,12.19,203800.00
Mozhaysky,modern_panel,3,12.2,163300.00
Ochakovo-Matveyevskoye,panel,5,12.2,188000.00
Severnoye Izmaylovo,brick,2,12.2,197100.00
Zapadnoye Degunino,panel,2,12.2,160700.00
Obruchevsky,panel,2,12.2,240400.00
Brateyevo,panel,4,12.2,106900.00
Chertanovo Tsentralnoye,monolith,2,12.2,183800.00
Ivanovskoye,stalin,3,12.2,206900.00
Chertanovo Severnoye,panel,3,12.2,145100.00
Beskudnikovsky,khrushchev,2,12.2,122600.00
Novogireyevo,khrushchev,2,12.2,157600.00
Shchukino,monolith,3,12.2,277000.00
Yuzhnoye Medvedkovo,brick,2,12.2,221200.00
Obruchevsky,monolith,3,12.2,230200.00
Mozhaysky,modern_panel,1,12.2,166300.00
Prospekt Vernadskogo,modern_panel,2,12.2,283600.00
Ivanovskoye,brick,3,12.2,104000.00
Sviblovo,monolith,1,12.2,144100.00
Metrogorodok,modern_panel,1,12.2,143800.00
Metrogorodok,brick,5,12.2,118800.00
Koptevo,khrushchev,1,12.2,141500.00
Ochakovo-Matveyevskoye,stalin,2,12.2,400000.00
Chertanovo Severnoye,monolith,2,12.2,297200.00
Krylatskoye,monolith,2,12.2,212800.00
Golovinsky,khrushchev,2,12.2,144800.00
Chertanovo Severnoye,modern_panel,3,12.2,175100.00
Chertanovo Severnoye,panel,2,12.2,228900.00
Ivanovskoye,modern_panel,1,12.21,142400.00
Cheryomushki,panel,1,12.21,267300.00
Mozhaysky,monolith,1,12.21,220100.00
Golovinsky,modern_panel,1,12.21,147050.00
Ochakovo-Matveyevskoye,panel,2,12.21,179100.00
Golyanovo,brick,2,12.21,204200.00
Chertanovo Tsentralnoye,brick,4,12.21,145500.00
Babushkinsky,modern_panel,1,12.21,141400.00
Beskudnikovsky,brick,2,12.21,169200.00
Voykovsky,panel,1,12.21,204300.00
Vostochnoye Izmaylovo,panel,2,12.21,111600.00
Prospekt Vernadskogo,panel,2,12.21,198000.00
Novogireyevo,panel,1,12.21,190000.00
Ochakovo-Matveyevskoye,monolith,2,12.21,331300.00
Shchukino,stalin,4,12.21,298400.00
Chertanovo Tsentralnoye,panel,3,12.21,103500.00
Cheryomushki,modern_panel,1,12.21,237800.00
Golovinsky,panel,1,12.21,182900.00
Pokrovskoye-Streshnevo,stalin,2,12.21,193600.00
Shchukino,modern_panel,2,12.21,203700.00
Kuntsevo,khrushchev,2,12.21,156100.00
Bibirevo,stalin,3,12.21,187700.00
Kuntsevo,stalin,2,12.21,326900.00
Severnoye Izmaylovo,panel,4,12.21,174500.00
Pokrovskoye-Streshnevo,modern_panel,1,12.21,164600.00
Zapadnoye Degunino,modern_panel,1,12.21,133700.00
Golyanovo,khrushchev,1,12.21,128600.00
Rostokino,stalin,5,12.21,130800.00
Veshnyaki,panel,1,12.21,117300.00
Otradnoye,panel,3,12.22,140500.00
Obruchevsky,panel,3,12.22,192700.00
Prospekt Vernadskogo,monolith,1,12.22,326700.00
Ivanovskoye,khrushchev,2,12.22,129800.00
Cheryomushki,khrushchev,3,12.22,199600.00
Koptevo,brick,1,12.22,150600.00
Golovinsky,brick,1,12.22,144200.00
Voykovsky,monolith,2,12.22,193300.00
Severnoye Medvedkovo,brick,1,12.22,166900.00
Veshnyaki,brick,1,12.22,147000.00
Chertanovo Tsentralnoye,brick,1,12.22,104500.00
Pokrovskoye-Streshnevo,monolith,3,12.22,214700.00
Pokrovskoye-Streshnevo,brick,3,12.22,158700.00
Rostokino,modern_panel,2,12.22,161800.00
Prospekt Vernadskogo,modern_panel,2,12.22,322400.00
Shchukino,monolith,3,12.22,212300.00
Novogireyevo,monolith,1,12.22,132500.00
Severnoye Izmaylovo,panel,1,12.22,197400.00
Pokrovskoye-Streshnevo,modern_panel,1,12.22,328500.00
Obruchevsky,monolith,2,12.22,244500.00
Moskvorechye-Saburovo,panel,1,12.22,131100.00
Moskvorechye-Saburovo,monolith,2,12.22,179200.00
Golovinsky,modern_panel,1,12.22,114200.00
Mozhaysky,brick,3,12.22,186000.00
Brateyevo,modern_panel,2,12.22,116300.00
Pokrovskoye-Streshnevo,brick,4,12.22,165000.00
Chertanovo Severnoye,brick,4,12.22,174100.00
Vostochnoye Izmaylovo,panel,2,12.22,142200.00
Pokrovskoye-Streshnevo,stalin,2,12.22,331200.00
Kuntsevo,modern_panel,2,12.22,239000.00
Moskvorechye-Saburovo,monolith,3,12.22,186000.00
Metrogorodok,modern_panel,3,12.22,115000.00
Babushkinsky,panel,3,12.22,149300.00
Koptevo,monolith,2,12.22,167200.00
Novogireyevo,brick,1,12.23,165200.00
Chertanovo Tsentralnoye,brick,1,12.23,170450.00
Babushkinsky,brick,1,12.23,158100.00
Mozhaysky,modern_panel,1,12.23,208100.00
Mozhaysky,monolith,1,12.23,277300.00
Zyuzino,monolith,4,12.23,318800.00
Moskvorechye-Saburovo,monolith,2,12.23,187600.00
Metrogorodok,monolith,4,12.23,250300.00
Novogireyevo,modern_panel,1,12.23,151900.00
Chertanovo Severnoye,modern_panel,2,12.23,145500.00
Vostochnoye Izmaylovo,panel,2,12.23,151900.00
Veshnyaki,monolith,3,12.23,119900.00
Otradnoye,panel,1,12.23,138700.00
Veshnyaki,modern_panel,1,12.23,120400.00
Veshnyaki,khrushchev,3,12.23,117600.00
Veshnyaki,brick,2,12.23,148600.00
Chertanovo Severnoye,brick,2,12.23,214000.00
Severnoye Izmaylovo,modern_panel,1,12.23,176800.00
Yaroslavsky,panel,2,12.23,154000.00
Perovo,panel,2,12.23,325600.00
Ochakovo-Matveyevskoye,modern_panel,3,12.23,179300.00
Ivanovskoye,khrushchev,1,12.23,155500.00
Novogireyevo,khrushchev,3,12.23,122200.00
Sviblovo,modern_panel,1,12.23,208700.00
Vostochnoye Izmaylovo,khrushchev,2,12.23,155100.00
Novogireyevo,panel,2,12.23,178450.00
Krylatskoye,brick,2,12.23,160100.00
Babushkinsky,monolith,4,12.23,150800.00
Obruchevsky,khrushchev,2,12.23,170300.00
Ivanovskoye,monolith,4,12.23,163900.00
Prospekt Vernadskogo,modern_panel,1,12.23,318500.00
Golovinsky,modern_panel,1,12.23,127400.00
Koptevo,monolith,1,12.23,170900.00
Veshnyaki,panel,3,12.23,136900.00
Golyanovo,monolith,1,12.23,162800.00
Moskvorechye-Saburovo,modern_panel,1,12.23,151800.00
Otradnoye,panel,1,12.24,140000.00
Ochakovo-Matveyevskoye,stalin,1,12.24,186800.00
Mozhaysky,panel,1,12.24,237200.00
Babushkinsky,brick,1,12.24,159500.00
Moskvorechye-Saburovo,monolith,2,12.24,208200.00
Zyuzino,khrushchev,2,12.24,172100.00
Koptevo,panel,3,12.24,193500.00
Yaroslavsky,monolith,1,12.24,124900.00
Ochakovo-Matveyevskoye,modern_panel,2,12.24,122600.00
Beskudnikovsky,monolith,2,12.24,224100.00
Chertanovo Severnoye,panel,2,12.24,185300.00
Yuzhnoye Medvedkovo,modern_panel,3,12.24,147700.00
Zapadnoye Degunino,khrushchev,2,12.24,161300.00
Kuntsevo,monolith,3,12.24,292800.00
Chertanovo Tsentralnoye,monolith,1,12.24,163400.00
Marfino,brick,3,12.24,193900.00
Otradnoye,monolith,2,12.24,161900.00
Moskvorechye-Saburovo,brick,2,12.24,188500.00
Mozhaysky,monolith,4,12.24,206000.00
Otradnoye,modern_panel,1,12.24,137400.00
Shchukino,panel,2,12.24,253900.00
Chertanovo Severnoye,monolith,3,12.24,179100.00
Ochakovo-Matveyevskoye,panel,3,12.24,221000.00
Babushkinsky,brick,5,12.24,130900.00
Sokol,khrushchev,1,12.24,289200.00
Prospekt Vernadskogo,monolith,2,12.24,236800.00
Severnoye Izmaylovo,stalin,2,12.24,152200.00
Konkovo,modern_panel,2,12.24,160900.00
Voykovsky,monolith,2,12.24,258900.00
Babushkinsky,monolith,2,12.24,197400.00
Prospekt Vernadskogo,stalin,3,12.24,386800.00
Severnoye Izmaylovo,panel,3,12.24,160700.00
Koptevo,khrushchev,2,12.24,128300.00
Shchukino,brick,3,12.24,390300.00
Prospekt Vernadskogo,panel,1,12.24,219900.00
Obruchevsky,modern_panel,2,12.24,370000.00
Izmaylovo,panel,1,12.24,249100.00
Ivanovskoye,panel,1,12.24,141700.00
Golovinsky,modern_panel,2,12.24,161850.00
Vostochnoye Izmaylovo,monolith,3,12.24,160800.00
Ochakovo-Matveyevskoye,panel,2,12.24,339100.00
Konkovo,modern_panel,1,12.24,161100.00
Chertanovo Tsentralnoye,khrushchev,3,12.25,127700.00
Moskvorechye-Saburovo,modern_panel,1,12.25,98200.00
Vostochnoye Izmaylovo,stalin,2,12.25,160300.00
Ivanovskoye,brick,3,12.25,177050.00
Prospekt Vernadskogo,monolith,4,12.25,307200.00
Moskvorechye-Saburovo,stalin,2,12.25,182700.00
Moskvorechye-Saburovo,panel,1,12.25,223700.00
Novogireyevo,khrushchev,1,12.25,208500.00
Veshnyaki,monolith,1,12.25,133400.00
Bibirevo,khrushchev,1,12.25,106700.00
Golyanovo,brick,3,12.25,165300.00
Golovinsky,monolith,2,12.25,244300.00
Prospekt Vernadskogo,brick,1,12.25,328800.00
Shchukino,modern_panel,2,12.25,345600.00
Golyanovo,modern_panel,2,12.25,175800.00
Golyanovo,panel,3,12.25,96200.00
Prospekt Vernadskogo,khrushchev,1,12.25,189500.00
Ochakovo-Matveyevskoye,modern_panel,1,12.25,209800.00
Severnoye Izmaylovo,monolith,2,12.25,190300.00
Pokrovskoye-Streshnevo,khrushchev,4,12.25,144400.00
Konkovo,stalin,2,12.25,190800.00
Prospekt Vernadskogo,brick,4,12.25,210100.00
Mozhaysky,monolith,2,12.25,285600.00
Metrogorodok,modern_panel,2,12.25,155000.00
Sviblovo,stalin,1,12.25,251200.00
Levoberezhny,stalin,2,12.25,277600.00
Prospekt Vernadskogo,stalin,4,12.25,334500.00
Golovinsky,modern_panel,3,12.25,185300.00
Zyuzino,modern_panel,2,12.25,150000.00
Prospekt Vernadskogo,panel,2,12.25,312300.00
Nagatinsky Zaton,stalin,2,12.26,174000.00
Mozhaysky,panel,2,12.26,190400.00
Prospekt Vernadskogo,brick,2,12.26,303000.00
Chertanovo Tsentralnoye,panel,3,12.26,111800.00
Moskvorechye-Saburovo,monolith,2,12.26,120000.00
Vostochnoye Izmaylovo,khrushchev,2,12.26,100900.00
Moskvorechye-Saburovo,khrushchev,4,12.26,138700.00
Chertanovo Severnoye,brick,3,12.26,173400.00
Golyanovo,monolith,2,12.26,188300.00
Voykovsky,khrushchev,2,12.26,195000.00
Krylatskoye,modern_panel,3,12.26,332300.00
Kotlovka,monolith,5,12.26,412900.00
Konkovo,brick,1,12.26,190300.00
Otradnoye,khrushchev,1,12.26,145800.00
Otradnoye,monolith,1,12.26,260400.00
Konkovo,modern_panel,2,12.26,228200.00
Prospekt Vernadskogo,modern_panel,3,12.26,380400.00
Moskvorechye-Saburovo,brick,2,12.26,140500.00
Ivanovskoye,brick,2,12.26,163200.00
Veshnyaki,khrushchev,3,12.26,136900.00
Vostochnoye Izmaylovo,stalin,1,12.26,241300.00
Golovinsky,stalin,1,12.26,182600.00
Chertanovo Tsentralnoye,khrushchev,2,12.26,90500.00
Ochakovo-Matveyevskoye,monolith,4,12.26,288100.00
Ochakovo-Matveyevskoye,stalin,3,12.26,243800.00
Ochakovo-Matveyevskoye,panel,1,12.26,127400.00
Krylatskoye,monolith,2,12.26,294000.00
Veshnyaki,modern_panel,1,12.26,200400.00
Chertanovo Severnoye,modern_panel,1,12.26,244200.00
Mozhaysky,panel,5,12.26,178900.00
Otradnoye,panel,2,12.26,149900.00
Zapadnoye Degunino,khrushchev,2,12.26,161000.00
Golovinsky,monolith,1,12.26,164800.00
Mozhaysky,khrushchev,4,12.26,141200.00
Kuntsevo,khrushchev,1,12.26,180300.00
Altufyevsky,brick,4,12.27,131200.00
Cheryomushki,brick,2,12.27,439200.00
Ivanovskoye,monolith,2,12.27,158000.00
Otradnoye,modern_panel,1,12.27,199200.00
Metrogorodok,modern_panel,4,12.27,91700.00
Kuntsevo,monolith,1,12.27,164800.00
Severnoye Izmaylovo,panel,1,12.27,273600.00
Pokrovskoye-Streshnevo,brick,1,12.27,192300.00
Sviblovo,panel,1,12.27,160700.00
Lomonosovsky,khrushchev,3,12.27,273100.00
Metrogorodok,khrushchev,2,12.27,165500.00
Metrogorodok,brick,2,12.27,129700.00
Golyanovo,stalin,4,12.27,182900.00
Novogireyevo,panel,3,12.27,132500.00
Novogireyevo,modern_panel,3,12.27,122300.00
Koptevo,monolith,1,12.27,222300.00
Novogireyevo,khrushchev,3,12.27,135100.00
Novogireyevo,panel,4,12.27,175850.00
Severnoye Izmaylovo,khrushchev,1,12.27,90700.00
Ivanovskoye,brick,1,12.27,149300.00
Cheryomushki,brick,1,12.27,194800.00
Krylatskoye,brick,1,12.27,201900.00
Vostochnoye Izmaylovo,brick,2,12.27,163100.00
Mozhaysky,brick,4,12.27,296600.00
Krylatskoye,khrushchev,2,12.27,179500.00
Sviblovo,monolith,2,12.27,196800.00
Otradnoye,monolith,3,12.27,107300.00
Losinoostrovsky,monolith,2,12.27,171400.00
Yuzhnoye Medvedkovo,monolith,2,12.27,154400.00
Babushkinsky,modern_panel,5,12.27,131600.00
Shchukino,monolith,2,12.27,224700.00
Izmaylovo,panel,3,12.27,156900.00
Golyanovo,khrushchev,3,12.27,146500.00
Bibirevo,brick,2,12.27,155800.00
Krylatskoye,modern_panel,1,12.27,264500.00
Mozhaysky,monolith,3,12.27,194700.00
Otradnoye,khrushchev,1,12.27,103400.00
Strogino,brick,1,12.27,401200.00
Novogireyevo,brick,1,12.28,218800.00
Mozhaysky,monolith,3,12.28,211900.00
Ochakovo-Matveyevskoye,monolith,3,12.28,250700.00
Otradnoye,monolith,2,12.28,258500.00
Sviblovo,panel,3,12.28,171400.00
Shchukino,monolith,2,12.28,192900.00
Zyuzino,modern_panel,2,12.28,291400.00
Yuzhnoye Medvedkovo,monolith,4,12.28,218500.00
Ivanovskoye,monolith,1,12.28,136800.00
Prospekt Vernadskogo,khrushchev,2,12.28,218500.00
Babushkinsky,stalin,3,12.28,187400.00
Ochakovo-Matveyevskoye,khrushchev,4,12.28,161600.00
Pokrovskoye-Streshnevo,brick,1,12.28,209900.00
Krylatskoye,modern_panel,1,12.28,281400.00
Kuntsevo,monolith,3,12.28,249200.00
Zapadnoye Degunino,modern_panel,1,12.28,129350.00
Novogireyevo,modern_panel,1,12.28,191600.00
Yuzhnoye Medvedkovo,panel,2,12.28,102900.00
Beskudnikovsky,monolith,2,12.28,172600.00
Veshnyaki,panel,1,12.28,152800.00
Severnoye Izmaylovo,panel,2,12.28,193300.00
Golovinsky,panel,1,12.28,150900.00
Voykovsky,monolith,2,12.28,171300.00
Shchukino,panel,3,12.28,216500.00
Strogino,monolith,1,12.28,319900.00
Ochakovo-Matveyevskoye,khrushchev,5,12.28,223100.00
Prospekt Vernadskogo,brick,1,12.29,270100.00
Levoberezhny,monolith,1,12.29,214300.00
Koptevo,modern_panel,3,12.29,120600.00
Mozhaysky,khrushchev,2,12.29,217700.00
Zapadnoye Degunino,monolith,1,12.29,164400.00
Pokrovskoye-Streshnevo,brick,2,12.29,202000.00
Moskvorechye-Saburovo,stalin,3,12.29,164100.00
Bogorodskoye,panel,3,12.29,151300.00
Zyuzino,khrushchev,1,12.29,268500.00
Otradnoye,panel,4,12.29,113800.00
Golyanovo,stalin,2,12.29,268500.00
Novogireyevo,modern_panel,2,12.29,179600.00
Kuntsevo,brick,1,12.29,269000.00
Obruchevsky,monolith,2,12.29,188700.00
Severnoye Izmaylovo,monolith,3,12.29,164400.00
Koptevo,brick,4,12.29,177700.00
Golyanovo,monolith,2,12.29,117100.00
Otradnoye,modern_panel,3,12.29,137800.00
Zyuzino,brick,1,12.29,167600.00
Vostochnoye Izmaylovo,monolith,1,12.29,171600.00
Izmaylovo,brick,1,12.29,213800.00
Mozhaysky,modern_panel,1,12.29,191300.00
Krylatskoye,panel,2,12.29,258500.00
Otradnoye,khrushchev,1,12.29,138000.00
Beskudnikovsky,brick,2,12.29,244600.00
Metrogorodok,monolith,1,12.29,216200.00
Metrogorodok,monolith,3,12.29,172300.00
Golyanovo,khrushchev,1,12.29,113700.00
Ivanovskoye,modern_panel,2,12.29,173800.00
Zyuzino,monolith,1,12.29,183650.00
Yaroslavsky,monolith,2,12.29,134000.00
Moskvorechye-Saburovo,monolith,1,12.29,132500.00
Beskudnikovsky,panel,2,12.3,88000.00
Zyuzino,modern_panel,4,12.3,259300.00
Severnoye Medvedkovo,brick,1,12.3,167200.00
Zapadnoye Degunino,khrushchev,1,12.3,180800.00
Sviblovo,khrushchev,3,12.3,291300.00
Chertanovo Tsentralnoye,stalin,1,12.3,157300.00
Marfino,panel,2,12.3,135900.00
Prospekt Vernadskogo,monolith,2,12.3,249400.00
Krylatskoye,monolith,2,12.3,325200.00
Ivanovskoye,brick,2,12.3,146300.00
Moskvorechye-Saburovo,monolith,1,12.3,207900.00
Orekhovo-Borisovo Severnoye,brick,2,12.3,175900.00
Yuzhnoye Medvedkovo,monolith,2,12.3,192300.00
Khoroshyovo-Mnyovniki,brick,1,12.3,299600.00
Moskvorechye-Saburovo,brick,4,12.3,133100.00
Chertanovo Tsentralnoye,panel,2,12.3,154000.00
Pokrovskoye-Streshnevo,monolith,2,12.3,264200.00
Metrogorodok,monolith,1,12.3,150500.00
Novogireyevo,monolith,2,12.3,193800.00
Babushkinsky,brick,3,12.3,150800.00
Babushkinsky,khrushchev,2,12.3,142400.00
Veshnyaki,panel,3,12.3,135500.00
Golovinsky,modern_panel,3,12.3,155000.00
Obruchevsky,modern_panel,1,12.3,199300.00
Chertanovo Severnoye,brick,3,12.3,164500.00
Obruchevsky,khrushchev,2,12.3,180700.00
Ochakovo-Matveyevskoye,brick,2,12.3,151800.00
Zapadnoye Degunino,khrushchev,5,12.3,195600.00
Golovinsky,brick,2,12.31,130700.00
Pokrovskoye-Streshnevo,panel,1,12.31,187300.00
Moskvorechye-Saburovo,stalin,2,12.31,202800.00
Golyanovo,khrushchev,3,12.31,172700.00
Marfino,khrushchev,3,12.31,121400.00
Prospekt Vernadskogo,stalin,1,12.31,219300.00
Cheryomushki,khrushchev,1,12.31,264800.00
Pokrovskoye-Streshnevo,khrushchev,3,12.31,190600.00
Altufyevsky,panel,1,12.31,143300.00
Chertanovo Tsentralnoye,panel,5,12.31,120800.00
Severnoye Izmaylovo,stalin,1,12.31,148500.00
Chertanovo Severnoye,brick,4,12.31,179700.00
Metrogorodok,brick,2,12.31,150600.00
Bibirevo,modern_panel,1,12.31,161600.00
Aeroport,brick,2,12.31,194500.00
Yuzhnoye Medvedkovo,monolith,5,12.31,156600.00
Otradnoye,brick,3,12.31,163800.00
Mozhaysky,stalin,2,12.31,217600.00
Ochakovo-Matveyevskoye,khrushchev,3,12.31,109800.00
Pokrovskoye-Streshnevo,modern_panel,1,12.31,242200.00
Chertanovo Severnoye,brick,1,12.31,167300.00
Krylatskoye,panel,2,12.31,257200.00
Ivanovskoye,khrushchev,1,12.31,143600.00
Otradnoye,brick,1,12.31,169000.00
Shchukino,modern_panel,1,12.31,350600.00
Babushkinsky,brick,4,12.31,126300.00
Prospekt Vernadskogo,khrushchev,2,12.31,209000.00
Bibirevo,panel,1,12.31,206900.00
Kuntsevo,brick,2,12.31,179600.00
Zapadnoye Degunino,modern_panel,2,12.31,150050.00
Metrogorodok,panel,2,12.31,142200.00
Novogireyevo,khrushchev,1,12.31,157300.00
Golyanovo,stalin,2,12.31,171700.00
Ivanovskoye,khrushchev,2,12.32,133400.00
Otradnoye,modern_panel,1,12.32,159400.00
Veshnyaki,brick,2,12.32,142500.00
Vostochnoye Izmaylovo,panel,2,12.32,142500.00
Metrogorodok,brick,3,12.32,162000.00
Veshnyaki,panel,1,12.32,124200.00
Ivanovskoye,brick,4,12.32,179850.00
Yuzhnoye Medvedkovo,brick,3,12.32,213500.00
Rostokino,modern_panel,1,12.32,178400.00
Ochakovo-Matveyevskoye,panel,3,12.32,250200.00
Veshnyaki,monolith,4,12.32,123000.00
Beskudnikovsky,brick,1,12.32,99800.00
Ochakovo-Matveyevskoye,monolith,1,12.32,156300.00
Chertanovo Tsentralnoye,panel,4,12.32,194100.00
Ivanovskoye,khrushchev,1,12.32,162000.00
Koptevo,panel,4,12.32,119000.00
Chertanovo Severnoye,modern_panel,2,12.32,204900.00
Sviblovo,monolith,1,12.32,282400.00
Pokrovskoye-Streshnevo,panel,3,12.32,195400.00
Koptevo,panel,1,12.32,103400.00
Sviblovo,brick,1,12.32,171300.00
Zyuzino,brick,3,12.32,209100.00
Ochakovo-Matveyevskoye,modern_panel,1,12.32,198500.00
Vostochnoye Izmaylovo,brick,1,12.32,245900.00
Shchukino,monolith,2,12.32,312000.00
Fili-Davydkovo,monolith,3,12.32,410300.00
Kosino-Ukhtomsky,panel,2,12.32,121200.00
Yaroslavsky,monolith,2,12.32,137500.00
Veshnyaki,monolith,2,12.32,189900.00
Strogino,monolith,2,12.32,241900.00
Moskvorechye-Saburovo,modern_panel,2,12.32,247400.00
Perovo,panel,3,12.32,144200.00
Troparyovo-Nikulino,monolith,2,12.32,232100.00
Moskvorechye-Saburovo,monolith,2,12.32,182600.00
Sviblovo,panel,2,12.32,150300.00
Severnoye Izmaylovo,khrushchev,2,12.32,211300.00
Golovinsky,modern_panel,1,12.32,126300.00
Kotlovka,khrushchev,1,12.32,210400.00
Pokrovskoye-Streshnevo,stalin,3,12.33,239950.00
Pokrovskoye-Streshnevo,brick,1,12.33,186300.00
Babushkinsky,modern_panel,2,12.33,214200.00
Bogorodskoye,brick,2,12.33,171100.00
Shchukino,khrushchev,1,12.33,130300.00
Sviblovo,stalin,1,12.33,213100.00
Kuntsevo,panel,2,12.33,246600.00
Chertanovo Severnoye,stalin,1,12.33,165400.00
Koptevo,modern_panel,4,12.33,143300.00
Babushkinsky,khrushchev,3,12.33,136200.00
Kuntsevo,monolith,2,12.33,303200.00
Veshnyaki,brick,2,12.33,128200.00
Shchukino,monolith,1,12.33,320000.00
Vostochnoye Izmaylovo,monolith,2,12.33,178000.00
Chertanovo Severnoye,brick,2,12.33,232900.00
Chertanovo Severnoye,modern_panel,1,12.33,208900.00
Severnoye Izmaylovo,panel,1,12.33,174700.00
Veshnyaki,monolith,2,12.33,141000.00
Golovinsky,modern_panel,2,12.33,170600.00
Severnoye Izmaylovo,modern_panel,1,12.33,209200.00
Dmitrovsky,khrushchev,1,12.33,96800.00
Babushkinsky,panel,1,12.33,145000.00
Mozhaysky,panel,3,12.33,168500.00
Golovinsky,stalin,4,12.33,195700.00
Vostochnoye Izmaylovo,brick,1,12.33,167200.00
Prospekt Vernadskogo,panel,3,12.33,242200.00
Veshnyaki,modern_panel,2,12.33,150400.00
Zapadnoye Degunino,panel,2,12.33,194700.00
Sviblovo,modern_panel,3,12.33,357900.00
Nagorny,modern_panel,1,12.33,172900.00
Mozhaysky,modern_panel,2,12.33,164300.00
Koptevo,monolith,5,12.33,141900.00
Kuntsevo,khrushchev,2,12.33,171700.00
Ochakovo-Matveyevskoye,panel,5,12.34,196700.00
Chertanovo Tsentralnoye,stalin,3,12.34,184100.00
Obruchevsky,stalin,3,12.34,230600.00
Rostokino,monolith,1,12.34,141100.00
Mozhaysky,monolith,3,12.34,134400.00
Konkovo,monolith,1,12.34,199300.00
Yuzhnoye Medvedkovo,brick,2,12.34,190500.00
Moskvorechye-Saburovo,brick,1,12.34,228100.00
Krylatskoye,brick,1,12.34,244400.00
Golovinsky,brick,2,12.34,149500.00
Novogireyevo,khrushchev,1,12.34,133350.00
Golovinsky,modern_panel,1,12.34,120300.00
Zapadnoye Degunino,khrushchev,2,12.34,129300.00
Shchukino,brick,1,12.34,249100.00
Kuntsevo,panel,2,12.34,237800.00
Izmaylovo,modern_panel,3,12.34,197400.00
Moskvorechye-Saburovo,khrushchev,3,12.34,161900.00
Moskvorechye-Saburovo,brick,3,12.34,170300.00
Beskudnikovsky,brick,1,12.34,149700.00
Kuntsevo,brick,3,12.34,243700.00
Beskudnikovsky,monolith,1,12.34,146700.00
Zapadnoye Degunino,monolith,1,12.34,167600.00
Veshnyaki,panel,2,12.34,158800.00
Yuzhnoye Tushino,khrushchev,2,12.34,152000.00
Izmaylovo,panel,2,12.34,177000.00
Zyuzino,monolith,3,12.34,194800.00
Vostochnoye Izmaylovo,brick,3,12.34,186700.00
Voykovsky,stalin,5,12.34,196900.00
Mozhaysky,modern_panel,2,12.35,188700.00
Prospekt Vernadskogo,panel,3,12.35,195500.00
Ochakovo-Matveyevskoye,modern_panel,1,12.35,178600.00
Perovo,panel,1,12.35,240700.00
Krylatskoye,brick,1,12.35,305400.00
Pokrovskoye-Streshnevo,stalin,3,12.35,233000.00
Voykovsky,modern_panel,2,12.35,173350.00
Veshnyaki,modern_panel,2,12.35,178000.00
Moskvorechye-Saburovo,stalin,2,12.35,210900.00
Chertanovo Tsentralnoye,modern_panel,1,12.35,142300.00
Severnoye Medvedkovo,brick,2,12.35,147400.00
Chertanovo Severnoye,khrushchev,1,12.35,117900.00
Strogino,monolith,2,12.35,328700.00
Izmaylovo,brick,1,12.35,142900.00
Yuzhnoye Tushino,panel,3,12.35,225300.00
Babushkinsky,modern_panel,2,12.35,160850.00
Metrogorodok,panel,1,12.35,109000.00
Krylatskoye,brick,2,12.35,181400.00
Sviblovo,modern_panel,4,12.35,219600.00
Shchukino,monolith,4,12.35,387100.00
Yuzhnoye Medvedkovo,khrushchev,1,12.35,130400.00
Vostochnoye Izmaylovo,monolith,1,12.35,103600.00
Rostokino,modern_panel,1,12.35,165100.00
Yuzhnoye Medvedkovo,khrushchev,2,12.35,91100.00
Vostochnoye Izmaylovo,khrushchev,2,12.35,133200.00
Kuntsevo,modern_panel,2,12.35,189000.00
Konkovo,modern_panel,2,12.35,136600.00
Severnoye Medvedkovo,modern_panel,3,12.35,181500.00
Tsaritsyno,modern_panel,1,12.35,146200.00
Zyuzino,monolith,1,12.35,274000.00
Otradnoye,brick,2,12.35,130400.00
Babushkinsky,monolith,3,12.36,146400.00
Beskudnikovsky,monolith,1,12.36,163300.00
Losinoostrovsky,khrushchev,2,12.36,107100.00
Beskudnikovsky,panel,3,12.36,110400.00
Otradnoye,monolith,5,12.36,214700.00
Kosino-Ukhtomsky,brick,1,12.36,143900.00
Troparyovo-Nikulino,stalin,4,12.36,216500.00
Krylatskoye,panel,3,12.36,257600.00
Krylatskoye,panel,2,12.36,186500.00
Marfino,modern_panel,2,12.36,256300.00
Severnoye Izmaylovo,brick,2,12.36,222000.00
Beskudnikovsky,khrushchev,2,12.36,104600.00
Pokrovskoye-Streshnevo,khrushchev,5,12.36,138000.00
Mozhaysky,brick,1,12.36,196100.00
Golovinsky,khrushchev,2,12.36,198700.00
Obruchevsky,brick,4,12.36,259100.00
Zapadnoye Degunino,stalin,2,12.36,141500.00
Koptevo,khrushchev,2,12.36,91200.00
Krylatskoye,modern_panel,1,12.36,184000.00
Veshnyaki,khrushchev,4,12.36,89800.00
