YEAR_MONTH,DISTRICT,OKRUG,SECONDARY_PRICE_PER_SQM,RENTAL_PRICE_PER_SQM_MONTHLY,AVG_MORTGAGE_RATE_PCT
2023-01,Klyonovskoye,TAO,100500,419,10
2023-01,Basmanny,CAO,546100,2275,10
2023-01,Aeroport,SAO,332300,1385,10
2023-01,Nagatinsky Zaton,YuAO,297600,1240,10
2023-01,Shcherbinka,NAO,197100,821,10
2023-01,Moskvorechye-Saburovo,YuAO,268700,1120,10
2023-01,Begovoy,SAO,350400,1460,10
2023-01,Moskovsky,NAO,216000,900,10
2023-01,Golovinsky,SAO,270700,1128,10
2023-01,Izmaylovo,VAO,297200,1238,10
2023-01,Mosrentgen,NAO,209300,872,10
2023-01,Butyrsky,SVAO,308500,1285,10
2023-01,Zyuzino,YuZAO,346700,1445,10
2023-01,Maryina Roshcha,SVAO,327500,1365,10
2023-01,Kosino-Ukhtomsky,VAO,242500,1011,10
2023-01,Dmitrovsky,SAO,249400,1039,10
2023-01,Severnoye Butovo,YuZAO,302300,1259,10
2023-01,Kurkino,SZAO,354200,1476,10
2023-01,Perovo,VAO,262500,1094,10
2023-01,Gagarinsky,YuZAO,449300,1872,10
2023-01,Yakimanka,CAO,649700,2707,10
2023-01,Krasnopakhorskoye,TAO,115900,483,10
2023-01,Nagatino-Sadovniki,YuAO,300800,1253,10
2023-01,Bibirevo,SVAO,246500,1027,10
2023-01,Shchapovskoye,TAO,113600,473,10
2023-01,Golyanovo,VAO,242600,1011,10
2023-01,Ostankinsky,SVAO,307100,1280,10
2023-01,Cheryomushki,YuZAO,363200,1513,10
2023-01,Novokosino,VAO,247800,1032,10
2023-01,Konkovo,YuZAO,357800,1491,10
2023-01,Solntsevo,ZAO,309000,1288,10
2023-01,Marushkinskoye,NAO,159300,664,10
2023-01,Zyablikovo,YuAO,236800,987,10
2023-01,Mitino,SZAO,293500,1223,10
2023-01,Zapadnoye Degunino,SAO,260200,1084,10
2023-01,Preobrazhenskoye,VAO,295400,1231,10
2023-01,Obruchevsky,YuZAO,363500,1515,10
2023-01,Marfino,SVAO,276200,1151,10
2023-01,Ivanovskoye,VAO,249600,1040,10
2023-01,Troparyovo-Nikulino,ZAO,397400,1656,10
2023-01,Chertanovo Severnoye,YuAO,266600,1111,10
2023-01,Khovrino,SAO,257300,1072,10
2023-01,Novofyodorovskoye,TAO,101000,421,10
2023-01,Presnensky,CAO,693600,2890,10
2023-01,Ochakovo-Matveyevskoye,ZAO,331600,1381,10
2023-01,Strogino,SZAO,380500,1585,10
2023-01,Yaroslavsky,SVAO,256400,1068,10
2023-01,Rogovskoye,TAO,100400,418,10
2023-01,Sokol,SAO,356900,1487,10
2023-01,Brateyevo,YuAO,227600,949,10
2023-01,Bogorodskoye,VAO,260800,1087,10
2023-01,Tverskoy,CAO,647700,2699,10
2023-01,Savyolovsky,SAO,341100,1421,10
2023-01,Sokolniki,VAO,318600,1327,10
2023-01,Krasnoselsky,CAO,535400,2231,10
2023-01,Orekhovo-Borisovo Severnoye,YuAO,230800,962,10
2023-01,Biryulyovo Zapadnoye,YuAO,226000,942,10
2023-01,Timiryazevsky,SAO,320900,1337,10
2023-01,Troitsk,TAO,142900,595,10
2023-01,Dorogomilovo,ZAO,523200,2180,10
2023-01,Voronovskoye,TAO,106600,444,10
2023-01,Chertanovo Tsentralnoye,YuAO,256900,1071,10
2023-01,Meshchansky,CAO,515500,2148,10
2023-01,Danilovsky,YuAO,326500,1360,10
2023-01,Yuzhnoye Medvedkovo,SVAO,247400,1031,10
2023-01,Orekhovo-Borisovo Yuzhnoye,YuAO,230200,959,10
2023-01,Vnukovskoye,NAO,208000,867,10
2023-01,Mozhaysky,ZAO,338600,1411,10
2023-01,Yuzhnoye Tushino,SZAO,309600,1290,10
2023-01,Severnoye Medvedkovo,SVAO,260000,1083,10
2023-01,Altufyevsky,SVAO,229000,954,10
2023-01,Biryulyovo Vostochnoye,YuAO,226400,943,10
2023-01,Novo-Peredelkino,ZAO,276700,1153,10
2023-01,Chertanovo Yuzhnoye,YuAO,244000,1017,10
2023-01,Prospekt Vernadskogo,ZAO,444000,1850,10
2023-01,Tsaritsyno,YuAO,252300,1051,10
2023-01,Severnoye Tushino,SZAO,298400,1243,10
2023-01,Sviblovo,SVAO,255500,1064,10
2023-01,Pervomayskoye,TAO,113200,472,10
2023-01,Khoroshyovsky,SAO,379100,1580,10
2023-01,Voskresenskoye,NAO,192600,803,10
2023-01,Shchukino,SZAO,391600,1632,10
2023-01,Rostokino,SVAO,281000,1171,10
2023-01,Zelenograd,ZelAO,179300,747,10
2023-01,Alekseevsky,SVAO,329000,1371,10
2023-01,Khoroshyovo-Mnyovniki,SZAO,377300,1572,10
2023-01,Veshnyaki,VAO,239100,996,10
2023-01,Kuntsevo,ZAO,358400,1493,10
2023-01,Tagansky,CAO,506900,2112,10
2023-01,Vnukovo,ZAO,278800,1162,10
2023-02,Basmanny,CAO,526900,2195,10
2023-02,Tyoply Stan,YuZAO,312000,1300,10
2023-02,Biryulyovo Vostochnoye,YuAO,231100,963,10
2023-02,Yuzhnoye Tushino,SZAO,312900,1304,10
2023-02,Alekseevsky,SVAO,321400,1339,10
2023-02,Perovo,VAO,261900,1091,10
2023-02,Orekhovo-Borisovo Yuzhnoye,YuAO,235900,983,10
2023-02,Kurkino,SZAO,360800,1503,10
2023-02,Kuntsevo,ZAO,386600,1611,10
2023-02,Yaroslavsky,SVAO,260300,1085,10
2023-02,Severnoye Butovo,YuZAO,304600,1269,10
2023-02,Shcherbinka,NAO,199400,831,10
2023-02,Meshchansky,CAO,527100,2196,10
2023-02,Timiryazevsky,SAO,310100,1292,10
2023-02,Chertanovo Severnoye,YuAO,263300,1097,10
2023-02,Zyuzino,YuZAO,350600,1461,10
2023-02,Izmaylovo,VAO,282100,1176,10
2023-02,Aeroport,SAO,341700,1424,10
2023-02,Tagansky,CAO,498900,2079,10
2023-02,Maryina Roshcha,SVAO,332700,1386,10
2023-02,Dmitrovsky,SAO,249300,1039,10
2023-02,Moskovsky,NAO,215400,898,10
2023-02,Nagatinsky Zaton,YuAO,301000,1254,10
2023-02,Butyrsky,SVAO,313300,1305,10
2023-02,Khoroshyovo-Mnyovniki,SZAO,372300,1551,10
2023-02,Arbat,CAO,684200,2851,10
2023-02,Nagatino-Sadovniki,YuAO,301600,1257,10
2023-02,Metrogorodok,VAO,244200,1018,10
2023-02,Ryazanovskoye,NAO,164700,686,10
2023-02,Khovrino,SAO,260100,1084,10
2023-02,Lianozovo,SVAO,249000,1038,10
2023-02,Krylatskoye,SZAO,427900,1783,10
2023-02,Voykovsky,SAO,301500,1256,10
2023-02,Lomonosovsky,YuZAO,466200,1943,10
2023-02,Shchukino,SZAO,367900,1533,10
2023-02,Shchapovskoye,TAO,109300,456,10
2023-02,Khoroshyovsky,SAO,380000,1584,10
2023-02,Beskudnikovsky,SAO,251500,1048,10
2023-02,Fili-Davydkovo,ZAO,397900,1658,10
2023-02,Sosenskoye,NAO,216500,902,10
2023-02,Tsaritsyno,YuAO,253900,1058,10
2023-02,Novogireyevo,VAO,281600,1173,10
2023-02,Novo-Peredelkino,ZAO,277600,1157,10
2023-02,Kotlovka,YuZAO,359300,1497,10
2023-02,Losinoostrovsky,SVAO,266400,1110,10
2023-02,Severny,SVAO,228200,951,10
2023-02,Marfino,SVAO,281400,1173,10
2023-02,Mozhaysky,ZAO,349200,1455,10
2023-02,Filyovsky Park,ZAO,415300,1731,10
2023-02,Mosrentgen,NAO,207600,865,10
2023-02,Golovinsky,SAO,277600,1157,10
2023-02,Yuzhnoye Medvedkovo,SVAO,264800,1103,10
2023-02,Begovoy,SAO,356500,1485,10
2023-02,Moskvorechye-Saburovo,YuAO,262100,1092,10
2023-02,Filimonkovskoye,NAO,181400,756,10
2023-02,Klyonovskoye,TAO,102200,426,10
2023-02,Troitsk,TAO,145000,604,10
2023-02,Kosino-Ukhtomsky,VAO,238400,994,10
2023-02,Obruchevsky,YuZAO,363500,1515,10
2023-02,Biryulyovo Zapadnoye,YuAO,227700,949,10
2023-02,Severnoye Medvedkovo,SVAO,267100,1113,10
2023-02,Ochakovo-Matveyevskoye,ZAO,349600,1457,10
2023-02,Brateyevo,YuAO,240700,1003,10
2023-02,Konkovo,YuZAO,346600,1444,10
2023-02,Novokosino,VAO,248800,1037,10
2023-02,Rogovskoye,TAO,106500,444,10
2023-02,Presnensky,CAO,656400,2735,10
2023-02,Solntsevo,ZAO,291800,1216,10
2023-02,Sokolniki,VAO,325000,1354,10
2023-02,Savyolovsky,SAO,353700,1474,10
2023-02,Veshnyaki,VAO,236600,986,10
2023-02,Kokoshkino,NAO,168100,701,10
2023-02,Mikhaylovo-Yartsevskoye,TAO,112200,468,10
2023-02,Koptevo,SAO,283900,1183,10
2023-02,Vnukovskoye,NAO,220200,918,10
2023-02,Chertanovo Tsentralnoye,YuAO,262700,1095,10
2023-02,Pokrovskoye-Streshnevo,SZAO,340000,1417,10
2023-02,Khamovniki,CAO,723400,3014,10
2023-02,Yakimanka,CAO,638400,2660,10
2023-02,Vnukovo,ZAO,287100,1196,10
2023-02,Rostokino,SVAO,274900,1145,10
2023-02,Prospekt Vernadskogo,ZAO,470300,1959,10
2023-02,Danilovsky,YuAO,330800,1378,10
2023-02,Babushkinsky,SVAO,287000,1196,10
2023-02,Bibirevo,SVAO,258900,1079,10
2023-02,Yuzhnoye Butovo,YuZAO,285300,1189,10
2023-02,Orekhovo-Borisovo Severnoye,YuAO,241500,1006,10
2023-02,Akademichesky,YuZAO,404800,1687,10
2023-02,Tverskoy,CAO,683000,2846,10
2023-02,Kievsky,TAO,103400,431,10
2023-02,Zamoskvorechye,CAO,560000,2333,10
2023-02,Vostochny,VAO,229200,955,10
2023-02,Levoberezhny,SAO,272300,1135,10
2023-02,Nagorny,YuAO,285500,1190,10
2023-02,Krasnopakhorskoye,TAO,118300,493,10
2023-02,Krasnoselsky,CAO,509800,2124,10
2023-02,Desyonovskoye,NAO,191300,797,10
2023-02,Novofyodorovskoye,TAO,103900,433,10
2023-02,Otradnoye,SVAO,270000,1125,10
2023-02,Severnoye Izmaylovo,VAO,274200,1142,10
2023-02,Altufyevsky,SVAO,242900,1012,10
2023-02,Voronovskoye,TAO,106400,443,10
2023-02,Donskoy,YuAO,350500,1461,10
2023-02,Zapadnoye Degunino,SAO,257700,1074,10
2023-02,Mitino,SZAO,290500,1210,10
2023-02,Vostochnoye Izmaylovo,VAO,258300,1076,10
2023-02,Strogino,SZAO,377400,1573,10
2023-02,Yasenevo,YuZAO,330100,1376,10
2023-02,Marushkinskoye,NAO,157400,656,10
2023-02,Sokol,SAO,371000,1546,10
2023-02,Zyablikovo,YuAO,242100,1009,10
2023-02,Chertanovo Yuzhnoye,YuAO,243100,1013,10
2023-02,Ramenki,ZAO,461800,1924,10
2023-02,Zelenograd,ZelAO,173400,722,10
2023-02,Severnoye Tushino,SZAO,297700,1240,10
2023-02,Molzhaninovsky,SAO,219000,912,10
2023-02,Preobrazhenskoye,VAO,297300,1239,10
2023-02,Sviblovo,SVAO,261200,1088,10
2023-02,Ivanovskoye,VAO,248200,1034,10
2023-02,Troparyovo-Nikulino,ZAO,380700,1586,10
2023-02,Pervomayskoye,TAO,111600,465,10
2023-02,Sokolinaya Gora,VAO,262600,1094,10
2023-02,Golyanovo,VAO,249300,1039,10
2023-02,Voskresenskoye,NAO,201500,840,10
2023-02,Ostankinsky,SVAO,339500,1414,10
2023-02,Dorogomilovo,ZAO,505700,2107,10
2023-02,Cheryomushki,YuZAO,385400,1606,10
2023-02,Bogorodskoye,VAO,261100,1088,10
2023-02,Gagarinsky,YuZAO,458200,1909,10
2023-03,Mikhaylovo-Yartsevskoye,TAO,109900,458,10
2023-03,Sosenskoye,NAO,217300,905,10
2023-03,Tyoply Stan,YuZAO,306900,1279,10
2023-03,Kotlovka,YuZAO,387800,1616,10
2023-03,Krylatskoye,SZAO,447000,1863,10
2023-03,Shchapovskoye,TAO,104000,433,10
2023-03,Novofyodorovskoye,TAO,100200,417,10
2023-03,Fili-Davydkovo,ZAO,399000,1662,10
2023-03,Nagatino-Sadovniki,YuAO,299000,1246,10
2023-03,Novo-Peredelkino,ZAO,288900,1204,10
2023-03,Khoroshyovo-Mnyovniki,SZAO,377800,1574,10
2023-03,Voskresenskoye,NAO,203100,846,10
2023-03,Desyonovskoye,NAO,196400,818,10
2023-03,Chertanovo Yuzhnoye,YuAO,238200,992,10
2023-03,Ramenki,ZAO,456400,1902,10
2023-03,Shchukino,SZAO,370000,1542,10
2023-03,Tsaritsyno,YuAO,241400,1006,10
2023-03,Severnoye Tushino,SZAO,314200,1309,10
2023-03,Vnukovo,ZAO,274500,1144,10
2023-03,Lomonosovsky,YuZAO,440500,1835,10
2023-03,Yasenevo,YuZAO,350600,1461,10
2023-03,Ryazanovskoye,NAO,174000,725,10
2023-03,Gagarinsky,YuZAO,481100,2005,10
2023-03,Krasnopakhorskoye,TAO,121800,508,10
2023-03,Kurkino,SZAO,361200,1505,10
2023-03,Yuzhnoye Tushino,SZAO,321200,1338,10
2023-03,Severnoye Butovo,YuZAO,311200,1296,10
2023-03,Cheryomushki,YuZAO,383400,1598,10
2023-03,Moskovsky,NAO,217700,907,10
2023-03,Dorogomilovo,ZAO,539800,2249,10
2023-03,Zyuzino,YuZAO,359900,1500,10
2023-03,Mitino,SZAO,300600,1252,10
2023-03,Chertanovo Severnoye,YuAO,271300,1130,10
2023-03,Orekhovo-Borisovo Yuzhnoye,YuAO,235800,982,10
2023-03,Kuntsevo,ZAO,372200,1551,10
2023-03,Ochakovo-Matveyevskoye,ZAO,358500,1494,10
2023-03,Marushkinskoye,NAO,163200,680,10
2023-03,Shcherbinka,NAO,204000,850,10
2023-03,Zelenograd,ZelAO,175700,732,10
2023-03,Nagatinsky Zaton,YuAO,315200,1313,10
2023-03,Pervomayskoye,TAO,113500,473,10
2023-03,Klyonovskoye,TAO,103800,433,10
2023-03,Strogino,SZAO,379600,1582,10
2023-03,Troparyovo-Nikulino,ZAO,412300,1718,10
2023-03,Pokrovskoye-Streshnevo,SZAO,346000,1442,10
2023-03,Rogovskoye,TAO,104500,435,10
2023-03,Kievsky,TAO,102400,427,10
2023-03,Konkovo,YuZAO,353400,1472,10
2023-03,Akademichesky,YuZAO,416000,1733,10
2023-03,Nagorny,YuAO,290600,1211,10
2023-03,Yuzhnoye Butovo,YuZAO,284900,1187,10
2023-03,Obruchevsky,YuZAO,372400,1552,10
2023-03,Voronovskoye,TAO,107600,448,10
2023-03,Moskvorechye-Saburovo,YuAO,271000,1129,10
2023-03,Troitsk,TAO,139300,580,10
2023-03,Orekhovo-Borisovo Severnoye,YuAO,238500,994,10
2023-03,Filimonkovskoye,NAO,173900,725,10
2023-03,Vnukovskoye,NAO,217100,904,10
2023-03,Kokoshkino,NAO,166900,695,10
2023-03,Mosrentgen,NAO,212500,885,10
2023-03,Filyovsky Park,ZAO,408700,1703,10
2023-03,Mozhaysky,ZAO,364500,1519,10
2023-03,Chertanovo Tsentralnoye,YuAO,266600,1111,10
2023-03,Solntsevo,ZAO,305900,1275,10
2023-03,Prospekt Vernadskogo,ZAO,468200,1951,10
2023-03,Presnensky,CAO,673700,2807,10
2023-03,Timiryazevsky,SAO,313900,1308,10
2023-03,Bogorodskoye,VAO,276900,1154,10
2023-03,Golyanovo,VAO,257600,1073,10
2023-03,Otradnoye,SVAO,260100,1084,10
2023-03,Severnoye Izmaylovo,VAO,262400,1093,10
2023-03,Koptevo,SAO,278700,1161,10
2023-03,Severny,SVAO,229000,954,10
2023-03,Basmanny,CAO,526800,2195,10
2023-03,Aeroport,SAO,330400,1376,10
2023-03,Krasnoselsky,CAO,498400,2077,10
2023-03,Butyrsky,SVAO,316800,1320,10
2023-03,Meshchansky,CAO,545500,2273,10
2023-03,Golovinsky,SAO,274300,1143,10
2023-03,Levoberezhny,SAO,279900,1166,10
2023-03,Danilovsky,YuAO,330600,1378,10
2023-03,Biryulyovo Zapadnoye,YuAO,238200,992,10
2023-03,Preobrazhenskoye,VAO,283800,1182,10
2023-03,Severnoye Medvedkovo,SVAO,271900,1133,10
2023-03,Ostankinsky,SVAO,329000,1371,10
2023-03,Dmitrovsky,SAO,258900,1079,10
2023-03,Losinoostrovsky,SVAO,270200,1126,10
2023-03,Begovoy,SAO,368000,1533,10
2023-03,Vostochny,VAO,234200,976,10
2023-03,Sviblovo,SVAO,266500,1110,10
2023-03,Sokolinaya Gora,VAO,271500,1131,10
2023-03,Novogireyevo,VAO,287300,1197,10
2023-03,Yakimanka,CAO,649600,2707,10
2023-03,Arbat,CAO,680500,2835,10
2023-03,Brateyevo,YuAO,243000,1012,10
2023-03,Sokolniki,VAO,323800,1349,10
2023-03,Lianozovo,SVAO,255300,1064,10
2023-03,Tagansky,CAO,527700,2199,10
2023-03,Zapadnoye Degunino,SAO,262500,1094,10
2023-03,Veshnyaki,VAO,249200,1038,10
2023-03,Yaroslavsky,SVAO,265100,1104,10
2023-03,Khamovniki,CAO,741900,3091,10
2023-03,Biryulyovo Vostochnoye,YuAO,240800,1003,10
2023-03,Altufyevsky,SVAO,239600,998,10
2023-03,Rostokino,SVAO,270900,1129,10
2023-03,Maryina Roshcha,SVAO,335700,1399,10
2023-03,Donskoy,YuAO,370400,1543,10
2023-03,Voykovsky,SAO,293600,1223,10
2023-03,Savyolovsky,SAO,349700,1457,10
2023-03,Perovo,VAO,271700,1132,10
2023-03,Babushkinsky,SVAO,275600,1148,10
2023-03,Alekseevsky,SVAO,334100,1392,10
2023-03,Izmaylovo,VAO,297100,1238,10
2023-03,Tverskoy,CAO,677500,2823,10
2023-03,Yuzhnoye Medvedkovo,SVAO,268300,1118,10
2023-03,Novokosino,VAO,248700,1036,10
2023-03,Sokol,SAO,362800,1512,10
2023-03,Metrogorodok,VAO,250800,1045,10
2023-03,Zamoskvorechye,CAO,602500,2510,10
2023-03,Zyablikovo,YuAO,247100,1030,10
2023-03,Beskudnikovsky,SAO,257200,1071,10
2023-03,Khovrino,SAO,260800,1087,10
2023-03,Marfino,SVAO,267800,1116,10
2023-03,Bibirevo,SVAO,254500,1060,10
2023-03,Kosino-Ukhtomsky,VAO,235000,979,10
2023-03,Khoroshyovsky,SAO,392300,1634,10
2023-03,Molzhaninovsky,SAO,209300,872,10
2023-03,Vostochnoye Izmaylovo,VAO,272300,1135,10
2023-03,Ivanovskoye,VAO,266200,1109,10
2023-04,Filyovsky Park,ZAO,449600,1873,10
2023-04,Maryina Roshcha,SVAO,324600,1352,10
2023-04,Chertanovo Severnoye,YuAO,264800,1103,10
2023-04,Lomonosovsky,YuZAO,454400,1894,10
2023-04,Kosino-Ukhtomsky,VAO,240200,1001,10
2023-04,Beskudnikovsky,SAO,265500,1106,10
2023-04,Biryulyovo Zapadnoye,YuAO,239800,999,10
2023-04,Filimonkovskoye,NAO,175600,732,10
2023-04,Troparyovo-Nikulino,ZAO,415300,1731,10
2023-04,Veshnyaki,VAO,235400,981,10
2023-04,Yasenevo,YuZAO,345300,1439,10
2023-04,Vnukovo,ZAO,278900,1162,10
2023-04,Danilovsky,YuAO,352100,1467,10
2023-04,Metrogorodok,VAO,253200,1055,10
2023-04,Pervomayskoye,TAO,117200,488,10
2023-04,Tverskoy,CAO,691500,2881,10
2023-04,Yaroslavsky,SVAO,266000,1108,10
2023-04,Rostokino,SVAO,272200,1134,10
2023-04,Donskoy,YuAO,359700,1499,10
2023-04,Novofyodorovskoye,TAO,106600,444,10
2023-04,Ramenki,ZAO,464000,1933,10
2023-04,Khamovniki,CAO,741900,3091,10
2023-04,Orekhovo-Borisovo Severnoye,YuAO,243000,1012,10
2023-04,Mikhaylovo-Yartsevskoye,TAO,113700,474,10
2023-04,Kuntsevo,ZAO,378200,1576,10
2023-04,Khovrino,SAO,258600,1078,10
2023-04,Yuzhnoye Tushino,SZAO,325300,1355,10
2023-04,Ostankinsky,SVAO,337300,1406,10
2023-04,Yakimanka,CAO,655000,2729,10
2023-04,Krasnoselsky,CAO,494500,2060,10
2023-04,Orekhovo-Borisovo Yuzhnoye,YuAO,246800,1028,10
2023-04,Otradnoye,SVAO,279900,1166,10
2023-04,Solntsevo,ZAO,304300,1268,10
2023-04,Bogorodskoye,VAO,269800,1124,10
2023-04,Krasnopakhorskoye,TAO,122100,509,10
2023-04,Aeroport,SAO,350800,1462,10
2023-04,Brateyevo,YuAO,249300,1039,10
2023-04,Dorogomilovo,ZAO,563600,2348,10
2023-04,Shcherbinka,NAO,203800,849,10
2023-04,Tsaritsyno,YuAO,263200,1097,10
2023-04,Begovoy,SAO,359700,1499,10
2023-04,Levoberezhny,SAO,282600,1177,10
2023-04,Pokrovskoye-Streshnevo,SZAO,337100,1405,10
2023-04,Zyuzino,YuZAO,362300,1509,10
2023-04,Bibirevo,SVAO,261600,1090,10
2023-04,Kievsky,TAO,101100,421,10
2023-04,Cheryomushki,YuZAO,373300,1555,10
2023-04,Altufyevsky,SVAO,262400,1093,10
2023-04,Preobrazhenskoye,VAO,314600,1311,10
2023-04,Strogino,SZAO,392600,1636,10
2023-04,Desyonovskoye,NAO,212100,884,10
2023-04,Kokoshkino,NAO,163800,682,10
2023-04,Mitino,SZAO,310000,1292,10
2023-04,Gagarinsky,YuZAO,473200,1972,10
2023-04,Butyrsky,SVAO,320300,1335,10
2023-04,Koptevo,SAO,295900,1233,10
2023-04,Severnoye Izmaylovo,VAO,272200,1134,10
2023-04,Golyanovo,VAO,251500,1048,10
2023-04,Arbat,CAO,730200,3042,10
2023-04,Molzhaninovsky,SAO,220000,917,10
2023-04,Ivanovskoye,VAO,252400,1052,10
2023-04,Perovo,VAO,270400,1126,10
2023-04,Zamoskvorechye,CAO,625200,2605,10
2023-04,Kotlovka,YuZAO,375100,1563,10
2023-04,Voskresenskoye,NAO,197100,821,10
2023-04,Konkovo,YuZAO,343700,1432,10
2023-04,Tyoply Stan,YuZAO,322800,1345,10
2023-04,Savyolovsky,SAO,345500,1440,10
2023-04,Babushkinsky,SVAO,289300,1205,10
2023-04,Severnoye Tushino,SZAO,307700,1282,10
2023-04,Izmaylovo,VAO,295400,1231,10
2023-04,Sokol,SAO,366800,1528,10
2023-04,Novokosino,VAO,249000,1038,10
2023-04,Vnukovskoye,NAO,214600,894,10
2023-04,Mosrentgen,NAO,218400,910,10
2023-04,Sosenskoye,NAO,214800,895,10
2023-04,Alekseevsky,SVAO,333800,1391,10
2023-04,Voykovsky,SAO,304300,1268,10
2023-04,Biryulyovo Vostochnoye,YuAO,228600,952,10
2023-04,Vostochnoye Izmaylovo,VAO,264900,1104,10
2023-04,Marfino,SVAO,276200,1151,10
2023-04,Chertanovo Tsentralnoye,YuAO,267700,1115,10
2023-04,Fili-Davydkovo,ZAO,405800,1691,10
2023-04,Ryazanovskoye,NAO,175400,731,10
2023-04,Golovinsky,SAO,275400,1147,10
2023-04,Timiryazevsky,SAO,322700,1345,10
2023-04,Obruchevsky,YuZAO,388800,1620,10
2023-04,Zelenograd,ZelAO,181600,757,10
2023-04,Sokolniki,VAO,329100,1371,10
2023-04,Novogireyevo,VAO,276600,1152,10
2023-04,Khoroshyovo-Mnyovniki,SZAO,379900,1583,10
2023-04,Dmitrovsky,SAO,257900,1075,10
2023-04,Chertanovo Yuzhnoye,YuAO,249200,1038,10
2023-04,Losinoostrovsky,SVAO,263300,1097,10
2023-04,Krylatskoye,SZAO,432200,1801,10
2023-04,Vostochny,VAO,238500,994,10
2023-04,Severnoye Butovo,YuZAO,304500,1269,10
2023-04,Sokolinaya Gora,VAO,277700,1157,10
2023-04,Shchapovskoye,TAO,113100,471,10
2023-04,Moskovsky,NAO,218000,908,10
2023-04,Lianozovo,SVAO,264500,1102,10
2023-04,Kurkino,SZAO,351000,1463,10
2023-04,Zapadnoye Degunino,SAO,254600,1061,10
2023-04,Akademichesky,YuZAO,410000,1708,10
2023-04,Yuzhnoye Butovo,YuZAO,284600,1186,10
2023-04,Marushkinskoye,NAO,156300,651,10
2023-04,Zyablikovo,YuAO,235100,980,10
2023-04,Severny,SVAO,235900,983,10
2023-04,Tagansky,CAO,522000,2175,10
2023-04,Nagorny,YuAO,297600,1240,10
2023-04,Troitsk,TAO,141700,591,10
2023-04,Voronovskoye,TAO,112000,467,10
2023-04,Moskvorechye-Saburovo,YuAO,256800,1070,10
2023-04,Nagatinsky Zaton,YuAO,321300,1339,10
2023-04,Novo-Peredelkino,ZAO,293200,1222,10
2023-04,Basmanny,CAO,563500,2348,10
2023-04,Yuzhnoye Medvedkovo,SVAO,271400,1131,10
2023-04,Shchukino,SZAO,374700,1561,10
2023-04,Mozhaysky,ZAO,339700,1415,10
2023-04,Rogovskoye,TAO,112100,467,10
2023-04,Nagatino-Sadovniki,YuAO,308500,1285,10
2023-04,Meshchansky,CAO,521400,2172,10
2023-04,Severnoye Medvedkovo,SVAO,270100,1125,10
2023-04,Sviblovo,SVAO,278800,1161,10
2023-04,Prospekt Vernadskogo,ZAO,444900,1854,10
2023-04,Khoroshyovsky,SAO,388200,1618,10
2023-04,Presnensky,CAO,667600,2782,10
2023-04,Klyonovskoye,TAO,101600,423,10
2023-04,Ochakovo-Matveyevskoye,ZAO,344200,1434,10
2023-05,Danilovsky,YuAO,340000,1417,10
2023-05,Lomonosovsky,YuZAO,480000,2000,10
2023-05,Tagansky,CAO,523300,2180,10
2023-05,Yuzhnoye Tushino,SZAO,310500,1294,10
2023-05,Dorogomilovo,ZAO,534600,2227,10
2023-05,Lianozovo,SVAO,255500,1065,10
2023-05,Filimonkovskoye,NAO,182500,761,10
2023-05,Perovo,VAO,271500,1131,10
2023-05,Nagatino-Sadovniki,YuAO,297800,1241,10
2023-05,Novogireyevo,VAO,276800,1153,10
2023-05,Zyablikovo,YuAO,238200,992,10
2023-05,Shchukino,SZAO,376000,1567,10
2023-05,Yakimanka,CAO,674100,2809,10
2023-05,Preobrazhenskoye,VAO,296600,1236,10
2023-05,Yaroslavsky,SVAO,265300,1105,10
2023-05,Moskovsky,NAO,210300,876,10
2023-05,Chertanovo Tsentralnoye,YuAO,250200,1043,10
2023-05,Kuntsevo,ZAO,377300,1572,10
2023-05,Molzhaninovsky,SAO,222800,928,10
2023-05,Savyolovsky,SAO,371500,1548,10
2023-05,Kosino-Ukhtomsky,VAO,246200,1026,10
2023-05,Mikhaylovo-Yartsevskoye,TAO,109700,457,10
2023-05,Sokolinaya Gora,VAO,283100,1180,10
2023-05,Veshnyaki,VAO,244800,1020,10
2023-05,Tyoply Stan,YuZAO,315500,1315,10
2023-05,Rogovskoye,TAO,105800,441,10
2023-05,Novo-Peredelkino,ZAO,291400,1214,10
2023-05,Mitino,SZAO,309300,1289,10
2023-05,Brateyevo,YuAO,239400,998,10
2023-05,Krasnoselsky,CAO,525900,2191,10
2023-05,Khovrino,SAO,263600,1098,10
2023-05,Severnoye Butovo,YuZAO,318500,1327,10
2023-05,Fili-Davydkovo,ZAO,421600,1757,10
2023-05,Tsaritsyno,YuAO,256600,1069,10
2023-05,Ivanovskoye,VAO,259500,1081,10
2023-05,Kotlovka,YuZAO,365000,1521,10
2023-05,Kokoshkino,NAO,169600,707,10
2023-05,Timiryazevsky,SAO,318800,1328,10
2023-05,Krasnopakhorskoye,TAO,125000,521,10
2023-05,Strogino,SZAO,410800,1712,10
2023-05,Bogorodskoye,VAO,278300,1160,10
2023-05,Solntsevo,ZAO,313600,1306,10
2023-05,Losinoostrovsky,SVAO,283200,1180,10
2023-05,Chertanovo Yuzhnoye,YuAO,243300,1014,10
2023-05,Sviblovo,SVAO,278400,1160,10
2023-05,Prospekt Vernadskogo,ZAO,459500,1914,10
2023-05,Mosrentgen,NAO,207300,864,10
2023-05,Aeroport,SAO,352500,1469,10
