YEAR_MONTH,DISTRICT,OKRUG,N_LISTINGS_SECONDARY,N_LISTINGS_RENTAL
2022-11,Kurkino,SZAO,72,58
2022-11,Ivanovskoye,VAO,21,78
2022-11,Mitino,SZAO,55,16
2022-11,Zyablikovo,YuAO,162,53
2022-11,Marushkinskoye,NAO,117,104
2022-11,Gagarinsky,YuZAO,140,49
2022-11,Cheryomushki,YuZAO,34,58
2022-11,Ostankinsky,SVAO,43,66
2022-11,Krasnopakhorskoye,TAO,131,15
2022-11,Bibirevo,SVAO,54,25
2022-11,Yakimanka,CAO,47,66
2022-11,Golyanovo,VAO,21,84
2022-11,Koptevo,SAO,136,40
2022-11,Pokrovskoye-Streshnevo,SZAO,57,83
2022-11,Kokoshkino,NAO,161,23
2022-11,Metrogorodok,VAO,123,29
2022-11,Sosenskoye,NAO,182,78
2022-11,Losinoostrovsky,SVAO,42,99
2022-11,Kotlovka,YuZAO,69,119
2022-11,Novogireyevo,VAO,189,93
2022-11,Krylatskoye,SZAO,76,32
2022-11,Fili-Davydkovo,ZAO,139,51
2022-11,Beskudnikovsky,SAO,29,55
2022-11,Voykovsky,SAO,30,93
2022-11,Lomonosovsky,YuZAO,81,57
2022-11,Arbat,CAO,91,48
2022-11,Nagatino-Sadovniki,YuAO,90,19
2022-11,Ryazanovskoye,NAO,107,65
2022-11,Novokosino,VAO,28,83
2022-11,Shchapovskoye,TAO,182,96
2022-11,Strogino,SZAO,49,77
2022-11,Konkovo,YuZAO,123,14
2022-11,Obruchevsky,YuZAO,138,102
2022-11,Marfino,SVAO,62,30
2022-11,Golovinsky,SAO,64,40
2022-11,Lianozovo,SVAO,77,79
2022-11,Filimonkovskoye,NAO,54,14
2022-11,Moskvorechye-Saburovo,YuAO,106,80
2022-11,Begovoy,SAO,168,56
2022-11,Filyovsky Park,ZAO,175,66
2022-11,Mosrentgen,NAO,199,48
2022-11,Kosino-Ukhtomsky,VAO,156,55
2022-11,Severnoye Butovo,YuZAO,127,74
2022-11,Perovo,VAO,159,16
2022-11,Sokolinaya Gora,VAO,39,82
2022-11,Mikhaylovo-Yartsevskoye,TAO,170,76
2022-11,Ramenki,ZAO,119,97
2022-11,Vnukovo,ZAO,151,48
2022-11,Donskoy,YuAO,20,81
2022-11,Khamovniki,CAO,122,108
2022-11,Yasenevo,YuZAO,36,100
2022-11,Voskresenskoye,NAO,44,50
2022-11,Voronovskoye,TAO,143,22
2022-11,Tverskoy,CAO,32,114
2022-11,Savyolovsky,SAO,39,51
2022-11,Desyonovskoye,NAO,175,48
2022-11,Babushkinsky,SVAO,193,114
2022-11,Vostochnoye Izmaylovo,VAO,70,48
2022-11,Molzhaninovsky,SAO,117,14
2022-11,Severnoye Tushino,SZAO,173,34
2022-11,Rostokino,SVAO,85,106
2022-11,Krasnoselsky,CAO,107,33
2022-11,Severnoye Izmaylovo,VAO,161,75
2022-11,Chertanovo Yuzhnoye,YuAO,140,64
2022-11,Sokolniki,VAO,195,119
2022-11,Altufyevsky,SVAO,40,71
2022-11,Orekhovo-Borisovo Severnoye,YuAO,116,38
2022-11,Yuzhnoye Butovo,YuZAO,76,117
2022-11,Nagorny,YuAO,161,64
2022-11,Zamoskvorechye,CAO,154,15
2022-11,Sokol,SAO,73,117
2022-11,Novofyodorovskoye,TAO,52,107
2022-11,Bogorodskoye,VAO,59,104
2022-11,Dorogomilovo,ZAO,197,94
2022-11,Chertanovo Tsentralnoye,YuAO,37,25
2022-11,Solntsevo,ZAO,25,58
2022-11,Kievsky,TAO,29,22
2022-11,Akademichesky,YuZAO,199,81
2022-11,Vostochny,VAO,110,11
2022-11,Levoberezhny,SAO,173,34
2022-11,Otradnoye,SVAO,138,97
2022-11,Danilovsky,YuAO,162,99
2022-11,Vnukovskoye,NAO,23,36
2022-11,Veshnyaki,VAO,191,96
2022-12,Khoroshyovo-Mnyovniki,SZAO,199,101
2022-12,Khoroshyovsky,SAO,179,14
2022-12,Marfino,SVAO,101,92
2022-12,Orekhovo-Borisovo Severnoye,YuAO,53,22
2022-12,Arbat,CAO,162,63
2022-12,Lianozovo,SVAO,51,89
2022-12,Krasnoselsky,CAO,67,72
2022-12,Voronovskoye,TAO,20,15
2022-12,Shchapovskoye,TAO,34,71
2022-12,Nagatino-Sadovniki,YuAO,121,72
2022-12,Kurkino,SZAO,71,49
2022-12,Prospekt Vernadskogo,ZAO,127,71
2022-12,Sviblovo,SVAO,190,45
2022-12,Krylatskoye,SZAO,118,58
2022-12,Danilovsky,YuAO,87,97
2022-12,Fili-Davydkovo,ZAO,195,82
2022-12,Losinoostrovsky,SVAO,155,20
2022-12,Strogino,SZAO,195,43
2022-12,Sosenskoye,NAO,23,104
2022-12,Troitsk,TAO,159,119
2022-12,Pokrovskoye-Streshnevo,SZAO,118,26
2022-12,Nagorny,YuAO,21,51
2022-12,Orekhovo-Borisovo Yuzhnoye,YuAO,191,36
2022-12,Solntsevo,ZAO,58,61
2022-12,Zamoskvorechye,CAO,94,35
2022-12,Bibirevo,SVAO,170,108
2022-12,Kievsky,TAO,194,54
2022-12,Ostankinsky,SVAO,63,27
2022-12,Zyablikovo,YuAO,181,29
2022-12,Mitino,SZAO,140,63
2022-12,Otradnoye,SVAO,71,109
2022-12,Severnoye Medvedkovo,SVAO,191,14
2022-12,Troparyovo-Nikulino,ZAO,169,84
2022-12,Donskoy,YuAO,86,30
2022-12,Meshchansky,CAO,185,119
2022-12,Moskvorechye-Saburovo,YuAO,118,25
2022-12,Klyonovskoye,TAO,142,29
2022-12,Basmanny,CAO,123,39
2022-12,Nagatinsky Zaton,YuAO,93,42
2022-12,Babushkinsky,SVAO,30,104
2022-12,Butyrsky,SVAO,35,53
2022-12,Severnoye Tushino,SZAO,114,19
2022-12,Maryina Roshcha,SVAO,38,24
2022-12,Alekseevsky,SVAO,105,64
2022-12,Rostokino,SVAO,183,80
2022-12,Brateyevo,YuAO,151,102
2022-12,Ramenki,ZAO,73,47
2022-12,Ochakovo-Matveyevskoye,ZAO,103,71
2022-12,Filyovsky Park,ZAO,127,53
2022-12,Altufyevsky,SVAO,190,40
2022-12,Biryulyovo Vostochnoye,YuAO,169,116
2022-12,Chertanovo Tsentralnoye,YuAO,69,84
2022-12,Dorogomilovo,ZAO,99,68
2022-12,Cheryomushki,YuZAO,48,47
2022-12,Gagarinsky,YuZAO,118,20
2022-12,Bogorodskoye,VAO,150,82
2022-12,Sokol,SAO,73,41
2022-12,Marushkinskoye,NAO,91,105
2022-12,Pervomayskoye,TAO,164,74
2022-12,Preobrazhenskoye,VAO,121,76
2022-12,Ivanovskoye,VAO,164,46
2022-12,Zapadnoye Degunino,SAO,117,109
2022-12,Zelenograd,ZelAO,174,118
2022-12,Kuntsevo,ZAO,167,29
2022-12,Golyanovo,VAO,123,106
2022-12,Tyoply Stan,YuZAO,117,53
2022-12,Aeroport,SAO,137,32
2022-12,Tagansky,CAO,31,109
2022-12,Shcherbinka,NAO,164,119
2022-12,Moskovsky,NAO,114,32
2022-12,Izmaylovo,VAO,167,48
2022-12,Zyuzino,YuZAO,196,106
2022-12,Yaroslavsky,SVAO,128,13
2022-12,Chertanovo Severnoye,YuAO,96,18
2022-12,Timiryazevsky,SAO,103,111
2022-12,Dmitrovsky,SAO,128,39
2022-12,Severnoye Butovo,YuZAO,129,22
2022-12,Levoberezhny,SAO,150,101
2022-12,Molzhaninovsky,SAO,149,77
2022-12,Vostochnoye Izmaylovo,VAO,88,79
2022-12,Chertanovo Yuzhnoye,YuAO,192,106
2022-12,Sokolinaya Gora,VAO,43,63
2022-12,Voskresenskoye,NAO,27,25
2022-12,Vnukovo,ZAO,89,117
2022-12,Yasenevo,YuZAO,188,76
2022-12,Khamovniki,CAO,195,25
2022-12,Mikhaylovo-Yartsevskoye,TAO,197,74
2022-12,Desyonovskoye,NAO,136,55
2022-12,Veshnyaki,VAO,50,113
2022-12,Novofyodorovskoye,TAO,35,106
2022-12,Severny,SVAO,59,69
2022-12,Akademichesky,YuZAO,87,38
2022-12,Tverskoy,CAO,130,65
2022-12,Savyolovsky,SAO,89,42
2022-12,Vostochny,VAO,152,20
2022-12,Sokolniki,VAO,55,17
2022-12,Yuzhnoye Butovo,YuZAO,97,84
2022-12,Severnoye Izmaylovo,VAO,37,14
2022-12,Kokoshkino,NAO,123,28
2022-12,Koptevo,SAO,106,33
2022-12,Vnukovskoye,NAO,34,72
2022-12,Yakimanka,CAO,53,91
2022-12,Krasnopakhorskoye,TAO,85,27
2022-12,Konkovo,YuZAO,50,106
2022-12,Novogireyevo,VAO,35,31
2022-12,Shchukino,SZAO,38,116
2022-12,Filimonkovskoye,NAO,39,44
2022-12,Golovinsky,SAO,58,49
2022-12,Yuzhnoye Medvedkovo,SVAO,151,78
2022-12,Beskudnikovsky,SAO,40,78
2022-12,Voykovsky,SAO,46,62
2022-12,Obruchevsky,YuZAO,125,47
2022-12,Biryulyovo Zapadnoye,YuAO,62,88
2022-12,Lomonosovsky,YuZAO,102,13
2022-12,Metrogorodok,VAO,27,118
2022-12,Rogovskoye,TAO,23,87
2022-12,Novokosino,VAO,52,48
2022-12,Perovo,VAO,130,87
2022-12,Ryazanovskoye,NAO,173,46
2022-12,Presnensky,CAO,20,43
2022-12,Khovrino,SAO,113,73
2022-12,Kosino-Ukhtomsky,VAO,103,10
2022-12,Tsaritsyno,YuAO,66,27
2022-12,Begovoy,SAO,131,58
2022-12,Mozhaysky,ZAO,21,100
2022-12,Novo-Peredelkino,ZAO,47,66
2022-12,Kotlovka,YuZAO,191,77
2022-12,Mosrentgen,NAO,140,11
2022-12,Yuzhnoye Tushino,SZAO,121,113
2023-01,Severnoye Izmaylovo,VAO,198,30
2023-01,Losinoostrovsky,SVAO,115,75
2023-01,Lomonosovsky,YuZAO,186,11
2023-01,Vostochnoye Izmaylovo,VAO,122,45
2023-01,Vostochny,VAO,155,19
2023-01,Nagorny,YuAO,61,118
2023-01,Yuzhnoye Butovo,YuZAO,156,42
2023-01,Arbat,CAO,59,57
2023-01,Sosenskoye,NAO,85,72
2023-01,Voykovsky,SAO,171,92
2023-01,Lianozovo,SVAO,159,92
2023-01,Pokrovskoye-Streshnevo,SZAO,163,111
2023-01,Ryazanovskoye,NAO,31,94
2023-01,Kokoshkino,NAO,68,47
2023-01,Koptevo,SAO,175,75
2023-01,Severny,SVAO,132,18
2023-01,Molzhaninovsky,SAO,131,23
2023-01,Metrogorodok,VAO,122,69
2023-01,Novogireyevo,VAO,95,75
2023-01,Khamovniki,CAO,29,45
2023-01,Donskoy,YuAO,130,66
2023-01,Mikhaylovo-Yartsevskoye,TAO,40,102
2023-01,Fili-Davydkovo,ZAO,125,97
2023-01,Beskudnikovsky,SAO,154,81
2023-01,Otradnoye,SVAO,54,101
2023-01,Yasenevo,YuZAO,142,52
2023-01,Babushkinsky,SVAO,28,114
2023-01,Ramenki,ZAO,65,56
2023-01,Desyonovskoye,NAO,36,80
2023-01,Levoberezhny,SAO,92,101
2023-01,Kotlovka,YuZAO,26,76
2023-01,Sokolinaya Gora,VAO,88,107
2023-01,Akademichesky,YuZAO,87,66
2023-01,Kievsky,TAO,133,105
2023-01,Zamoskvorechye,CAO,185,85
2023-01,Krylatskoye,SZAO,127,62
2023-01,Filyovsky Park,ZAO,114,33
2023-01,Tyoply Stan,YuZAO,147,95
2023-01,Filimonkovskoye,NAO,127,73
2023-01,Klyonovskoye,TAO,24,24
2023-01,Basmanny,CAO,141,46
2023-01,Aeroport,SAO,20,54
2023-01,Nagatinsky Zaton,YuAO,105,114
2023-01,Shcherbinka,NAO,28,79
2023-01,Moskvorechye-Saburovo,YuAO,81,15
2023-01,Begovoy,SAO,179,39
2023-01,Moskovsky,NAO,173,73
2023-01,Golovinsky,SAO,168,25
2023-01,Izmaylovo,VAO,27,25
2023-01,Mosrentgen,NAO,188,101
2023-01,Butyrsky,SVAO,128,119
2023-01,Zyuzino,YuZAO,100,78
2023-01,Maryina Roshcha,SVAO,175,72
2023-01,Kosino-Ukhtomsky,VAO,95,118
2023-01,Dmitrovsky,SAO,61,41
2023-01,Severnoye Butovo,YuZAO,152,92
2023-01,Kurkino,SZAO,129,101
2023-01,Perovo,VAO,185,36
2023-01,Gagarinsky,YuZAO,136,108
2023-01,Yakimanka,CAO,109,100
2023-01,Krasnopakhorskoye,TAO,190,47
2023-01,Nagatino-Sadovniki,YuAO,162,35
2023-01,Bibirevo,SVAO,199,38
2023-01,Shchapovskoye,TAO,192,64
2023-01,Golyanovo,VAO,47,111
2023-01,Ostankinsky,SVAO,171,116
2023-01,Cheryomushki,YuZAO,70,90
2023-01,Novokosino,VAO,24,51
2023-01,Konkovo,YuZAO,98,45
2023-01,Solntsevo,ZAO,37,27
2023-01,Marushkinskoye,NAO,135,68
2023-01,Zyablikovo,YuAO,146,102
2023-01,Mitino,SZAO,138,49
2023-01,Zapadnoye Degunino,SAO,64,49
2023-01,Preobrazhenskoye,VAO,162,83
2023-01,Obruchevsky,YuZAO,193,113
2023-01,Marfino,SVAO,87,26
2023-01,Ivanovskoye,VAO,71,118
2023-01,Troparyovo-Nikulino,ZAO,95,98
2023-01,Chertanovo Severnoye,YuAO,133,63
2023-01,Khovrino,SAO,35,67
2023-01,Novofyodorovskoye,TAO,45,49
2023-01,Presnensky,CAO,138,71
2023-01,Ochakovo-Matveyevskoye,ZAO,69,102
2023-01,Strogino,SZAO,157,111
2023-01,Yaroslavsky,SVAO,74,68
2023-01,Rogovskoye,TAO,90,84
2023-01,Sokol,SAO,174,71
2023-01,Brateyevo,YuAO,125,82
2023-01,Bogorodskoye,VAO,103,73
2023-01,Tverskoy,CAO,146,33
2023-01,Savyolovsky,SAO,101,62
2023-01,Sokolniki,VAO,142,118
2023-01,Krasnoselsky,CAO,143,86
2023-01,Orekhovo-Borisovo Severnoye,YuAO,76,28
2023-01,Biryulyovo Zapadnoye,YuAO,68,104
2023-01,Timiryazevsky,SAO,42,33
2023-01,Troitsk,TAO,68,116
2023-01,Dorogomilovo,ZAO,145,59
2023-01,Voronovskoye,TAO,68,44
2023-01,Chertanovo Tsentralnoye,YuAO,94,46
2023-01,Meshchansky,CAO,53,102
2023-01,Danilovsky,YuAO,111,99
2023-01,Yuzhnoye Medvedkovo,SVAO,94,42
2023-01,Orekhovo-Borisovo Yuzhnoye,YuAO,48,85
2023-01,Vnukovskoye,NAO,74,37
2023-01,Mozhaysky,ZAO,193,77
2023-01,Yuzhnoye Tushino,SZAO,137,102
2023-01,Severnoye Medvedkovo,SVAO,164,52
2023-01,Altufyevsky,SVAO,104,72
2023-01,Biryulyovo Vostochnoye,YuAO,98,84
2023-01,Novo-Peredelkino,ZAO,80,58
2023-01,Chertanovo Yuzhnoye,YuAO,109,29
2023-01,Prospekt Vernadskogo,ZAO,152,93
2023-01,Tsaritsyno,YuAO,107,31
2023-01,Severnoye Tushino,SZAO,163,82
2023-01,Sviblovo,SVAO,56,25
2023-01,Pervomayskoye,TAO,109,12
2023-01,Khoroshyovsky,SAO,44,12
2023-01,Voskresenskoye,NAO,89,27
2023-01,Shchukino,SZAO,109,25
2023-01,Rostokino,SVAO,183,41
2023-01,Zelenograd,ZelAO,71,82
2023-01,Alekseevsky,SVAO,194,20
2023-01,Khoroshyovo-Mnyovniki,SZAO,177,37
2023-01,Veshnyaki,VAO,41,71
2023-01,Kuntsevo,ZAO,143,61
2023-01,Tagansky,CAO,131,101
2023-01,Vnukovo,ZAO,177,31
2023-02,Basmanny,CAO,64,79
2023-02,Tyoply Stan,YuZAO,128,96
2023-02,Biryulyovo Vostochnoye,YuAO,29,86
2023-02,Yuzhnoye Tushino,SZAO,185,42
2023-02,Alekseevsky,SVAO,136,114
2023-02,Perovo,VAO,162,64
2023-02,Orekhovo-Borisovo Yuzhnoye,YuAO,49,96
2023-02,Kurkino,SZAO,177,25
2023-02,Kuntsevo,ZAO,87,27
2023-02,Yaroslavsky,SVAO,33,99
2023-02,Severnoye Butovo,YuZAO,197,82
2023-02,Shcherbinka,NAO,68,47
2023-02,Meshchansky,CAO,102,43
2023-02,Timiryazevsky,SAO,79,34
2023-02,Chertanovo Severnoye,YuAO,78,69
2023-02,Zyuzino,YuZAO,197,108
2023-02,Izmaylovo,VAO,114,70
2023-02,Aeroport,SAO,170,18
2023-02,Tagansky,CAO,96,96
2023-02,Maryina Roshcha,SVAO,104,12
2023-02,Dmitrovsky,SAO,79,117
2023-02,Moskovsky,NAO,139,84
2023-02,Nagatinsky Zaton,YuAO,78,73
2023-02,Butyrsky,SVAO,109,25
2023-02,Khoroshyovo-Mnyovniki,SZAO,46,67
2023-02,Arbat,CAO,146,38
2023-02,Nagatino-Sadovniki,YuAO,161,93
2023-02,Metrogorodok,VAO,68,109
2023-02,Ryazanovskoye,NAO,191,27
2023-02,Khovrino,SAO,108,25
2023-02,Lianozovo,SVAO,167,86
2023-02,Krylatskoye,SZAO,116,90
2023-02,Voykovsky,SAO,98,86
2023-02,Lomonosovsky,YuZAO,129,104
2023-02,Shchukino,SZAO,23,51
2023-02,Shchapovskoye,TAO,54,83
2023-02,Khoroshyovsky,SAO,151,43
2023-02,Beskudnikovsky,SAO,111,44
2023-02,Fili-Davydkovo,ZAO,82,77
2023-02,Sosenskoye,NAO,162,72
2023-02,Tsaritsyno,YuAO,20,33
2023-02,Novogireyevo,VAO,23,20
2023-02,Novo-Peredelkino,ZAO,37,67
2023-02,Kotlovka,YuZAO,88,61
2023-02,Losinoostrovsky,SVAO,161,67
2023-02,Severny,SVAO,73,56
2023-02,Marfino,SVAO,68,118
2023-02,Mozhaysky,ZAO,171,25
2023-02,Filyovsky Park,ZAO,111,30
2023-02,Mosrentgen,NAO,127,105
2023-02,Golovinsky,SAO,99,51
2023-02,Yuzhnoye Medvedkovo,SVAO,33,57
2023-02,Begovoy,SAO,126,73
2023-02,Moskvorechye-Saburovo,YuAO,35,52
2023-02,Filimonkovskoye,NAO,162,91
2023-02,Klyonovskoye,TAO,80,23
2023-02,Troitsk,TAO,58,89
2023-02,Kosino-Ukhtomsky,VAO,28,54
2023-02,Obruchevsky,YuZAO,73,31
2023-02,Biryulyovo Zapadnoye,YuAO,113,56
2023-02,Severnoye Medvedkovo,SVAO,34,26
2023-02,Ochakovo-Matveyevskoye,ZAO,99,65
2023-02,Brateyevo,YuAO,177,70
2023-02,Konkovo,YuZAO,52,13
2023-02,Novokosino,VAO,151,53
2023-02,Rogovskoye,TAO,106,117
2023-02,Presnensky,CAO,29,62
2023-02,Solntsevo,ZAO,60,45
2023-02,Sokolniki,VAO,21,47
2023-02,Savyolovsky,SAO,136,72
2023-02,Veshnyaki,VAO,41,18
2023-02,Kokoshkino,NAO,32,42
2023-02,Mikhaylovo-Yartsevskoye,TAO,170,115
2023-02,Koptevo,SAO,50,36
2023-02,Vnukovskoye,NAO,43,109
2023-02,Chertanovo Tsentralnoye,YuAO,54,103
2023-02,Pokrovskoye-Streshnevo,SZAO,157,91
2023-02,Khamovniki,CAO,159,103
2023-02,Yakimanka,CAO,165,85
2023-02,Vnukovo,ZAO,175,45
2023-02,Rostokino,SVAO,83,115
2023-02,Prospekt Vernadskogo,ZAO,174,96
2023-02,Danilovsky,YuAO,186,80
2023-02,Babushkinsky,SVAO,82,20
2023-02,Bibirevo,SVAO,67,26
2023-02,Yuzhnoye Butovo,YuZAO,139,100
2023-02,Orekhovo-Borisovo Severnoye,YuAO,195,79
2023-02,Akademichesky,YuZAO,115,81
2023-02,Tverskoy,CAO,194,104
2023-02,Kievsky,TAO,45,108
2023-02,Zamoskvorechye,CAO,109,70
2023-02,Vostochny,VAO,175,103
2023-02,Levoberezhny,SAO,100,28
2023-02,Nagorny,YuAO,21,58
2023-02,Krasnopakhorskoye,TAO,75,90
2023-02,Krasnoselsky,CAO,69,59
2023-02,Desyonovskoye,NAO,160,78
2023-02,Novofyodorovskoye,TAO,96,75
2023-02,Otradnoye,SVAO,47,118
2023-02,Severnoye Izmaylovo,VAO,112,43
2023-02,Altufyevsky,SVAO,160,38
2023-02,Voronovskoye,TAO,158,15
2023-02,Donskoy,YuAO,196,112
2023-02,Zapadnoye Degunino,SAO,76,56
2023-02,Mitino,SZAO,180,80
2023-02,Vostochnoye Izmaylovo,VAO,67,42
2023-02,Strogino,SZAO,103,63
2023-02,Yasenevo,YuZAO,36,57
2023-02,Marushkinskoye,NAO,186,51
2023-02,Sokol,SAO,174,10
2023-02,Zyablikovo,YuAO,93,48
2023-02,Chertanovo Yuzhnoye,YuAO,175,68
2023-02,Ramenki,ZAO,197,116
2023-02,Zelenograd,ZelAO,132,69
2023-02,Severnoye Tushino,SZAO,153,116
2023-02,Molzhaninovsky,SAO,58,24
2023-02,Preobrazhenskoye,VAO,22,62
2023-02,Sviblovo,SVAO,67,77
2023-02,Ivanovskoye,VAO,51,39
2023-02,Troparyovo-Nikulino,ZAO,117,11
2023-02,Pervomayskoye,TAO,155,50
2023-02,Sokolinaya Gora,VAO,149,81
2023-02,Golyanovo,VAO,159,89
2023-02,Voskresenskoye,NAO,28,105
2023-02,Ostankinsky,SVAO,192,116
2023-02,Dorogomilovo,ZAO,184,84
2023-02,Cheryomushki,YuZAO,22,114
2023-02,Bogorodskoye,VAO,74,68
2023-02,Gagarinsky,YuZAO,156,52
2023-03,Mikhaylovo-Yartsevskoye,TAO,58,100
2023-03,Sosenskoye,NAO,26,11
2023-03,Tyoply Stan,YuZAO,199,73
2023-03,Kotlovka,YuZAO,125,62
2023-03,Krylatskoye,SZAO,42,95
2023-03,Shchapovskoye,TAO,182,62
2023-03,Novofyodorovskoye,TAO,127,101
2023-03,Fili-Davydkovo,ZAO,46,77
2023-03,Nagatino-Sadovniki,YuAO,57,49
2023-03,Novo-Peredelkino,ZAO,70,59
2023-03,Khoroshyovo-Mnyovniki,SZAO,93,34
2023-03,Voskresenskoye,NAO,110,67
2023-03,Desyonovskoye,NAO,157,60
2023-03,Chertanovo Yuzhnoye,YuAO,174,58
2023-03,Ramenki,ZAO,122,101
2023-03,Shchukino,SZAO,92,67
2023-03,Tsaritsyno,YuAO,64,66
2023-03,Severnoye Tushino,SZAO,130,14
2023-03,Vnukovo,ZAO,195,82
2023-03,Lomonosovsky,YuZAO,50,114
2023-03,Yasenevo,YuZAO,178,82
2023-03,Ryazanovskoye,NAO,78,32
2023-03,Gagarinsky,YuZAO,192,84
2023-03,Krasnopakhorskoye,TAO,157,16
2023-03,Kurkino,SZAO,139,56
2023-03,Yuzhnoye Tushino,SZAO,145,98
2023-03,Severnoye Butovo,YuZAO,76,92
2023-03,Cheryomushki,YuZAO,35,77
2023-03,Moskovsky,NAO,188,55
2023-03,Dorogomilovo,ZAO,108,65
2023-03,Zyuzino,YuZAO,32,66
2023-03,Mitino,SZAO,111,29
2023-03,Chertanovo Severnoye,YuAO,126,73
2023-03,Orekhovo-Borisovo Yuzhnoye,YuAO,154,64
2023-03,Kuntsevo,ZAO,24,60
2023-03,Ochakovo-Matveyevskoye,ZAO,60,21
2023-03,Marushkinskoye,NAO,80,92
2023-03,Shcherbinka,NAO,54,10
2023-03,Zelenograd,ZelAO,53,90
2023-03,Nagatinsky Zaton,YuAO,30,56
2023-03,Pervomayskoye,TAO,54,104
2023-03,Klyonovskoye,TAO,101,57
2023-03,Strogino,SZAO,142,94
2023-03,Troparyovo-Nikulino,ZAO,182,81
2023-03,Pokrovskoye-Streshnevo,SZAO,138,29
2023-03,Rogovskoye,TAO,142,102
2023-03,Kievsky,TAO,166,95
2023-03,Konkovo,YuZAO,194,119
2023-03,Akademichesky,YuZAO,166,94
2023-03,Nagorny,YuAO,127,38
2023-03,Yuzhnoye Butovo,YuZAO,49,96
2023-03,Obruchevsky,YuZAO,110,80
2023-03,Voronovskoye,TAO,62,37
2023-03,Moskvorechye-Saburovo,YuAO,95,19
2023-03,Troitsk,TAO,123,56
2023-03,Orekhovo-Borisovo Severnoye,YuAO,111,87
2023-03,Filimonkovskoye,NAO,44,39
2023-03,Vnukovskoye,NAO,152,26
2023-03,Kokoshkino,NAO,23,33
2023-03,Mosrentgen,NAO,119,69
2023-03,Filyovsky Park,ZAO,166,75
2023-03,Mozhaysky,ZAO,143,61
2023-03,Chertanovo Tsentralnoye,YuAO,169,110
2023-03,Solntsevo,ZAO,193,94
2023-03,Prospekt Vernadskogo,ZAO,69,101
2023-03,Presnensky,CAO,188,101
2023-03,Timiryazevsky,SAO,172,69
2023-03,Bogorodskoye,VAO,110,71
2023-03,Golyanovo,VAO,143,53
2023-03,Otradnoye,SVAO,70,58
2023-03,Severnoye Izmaylovo,VAO,97,100
2023-03,Koptevo,SAO,99,56
2023-03,Severny,SVAO,42,36
2023-03,Basmanny,CAO,58,82
2023-03,Aeroport,SAO,193,91
2023-03,Krasnoselsky,CAO,67,106
2023-03,Butyrsky,SVAO,85,23
2023-03,Meshchansky,CAO,162,109
2023-03,Golovinsky,SAO,72,115
2023-03,Levoberezhny,SAO,29,102
2023-03,Danilovsky,YuAO,111,45
2023-03,Biryulyovo Zapadnoye,YuAO,75,83
2023-03,Preobrazhenskoye,VAO,149,48
2023-03,Severnoye Medvedkovo,SVAO,94,23
2023-03,Ostankinsky,SVAO,165,15
2023-03,Dmitrovsky,SAO,155,91
2023-03,Losinoostrovsky,SVAO,199,73
2023-03,Begovoy,SAO,134,80
2023-03,Vostochny,VAO,53,84
2023-03,Sviblovo,SVAO,165,35
2023-03,Sokolinaya Gora,VAO,52,19
2023-03,Novogireyevo,VAO,34,29
2023-03,Yakimanka,CAO,167,60
2023-03,Arbat,CAO,131,105
2023-03,Brateyevo,YuAO,111,56
2023-03,Sokolniki,VAO,135,59
2023-03,Lianozovo,SVAO,178,47
2023-03,Tagansky,CAO,180,51
2023-03,Zapadnoye Degunino,SAO,138,92
2023-03,Veshnyaki,VAO,152,95
2023-03,Yaroslavsky,SVAO,144,106
2023-03,Khamovniki,CAO,118,109
2023-03,Biryulyovo Vostochnoye,YuAO,174,76
2023-03,Altufyevsky,SVAO,175,63
2023-03,Rostokino,SVAO,138,117
2023-03,Maryina Roshcha,SVAO,96,50
2023-03,Donskoy,YuAO,176,25
2023-03,Voykovsky,SAO,125,34
2023-03,Savyolovsky,SAO,78,68
2023-03,Perovo,VAO,160,26
2023-03,Babushkinsky,SVAO,64,44
2023-03,Alekseevsky,SVAO,20,62
2023-03,Izmaylovo,VAO,44,12
2023-03,Tverskoy,CAO,69,62
2023-03,Yuzhnoye Medvedkovo,SVAO,173,118
2023-03,Novokosino,VAO,122,75
2023-03,Sokol,SAO,104,82
2023-03,Metrogorodok,VAO,69,58
2023-03,Zamoskvorechye,CAO,28,106
2023-03,Zyablikovo,YuAO,172,64
2023-03,Beskudnikovsky,SAO,52,62
2023-03,Khovrino,SAO,61,14
2023-03,Marfino,SVAO,133,16
2023-03,Bibirevo,SVAO,137,42
2023-03,Kosino-Ukhtomsky,VAO,96,46
2023-03,Khoroshyovsky,SAO,78,79
2023-03,Molzhaninovsky,SAO,30,26
2023-03,Vostochnoye Izmaylovo,VAO,63,31
2023-03,Ivanovskoye,VAO,129,61
2023-04,Filyovsky Park,ZAO,72,52
2023-04,Maryina Roshcha,SVAO,50,41
2023-04,Chertanovo Severnoye,YuAO,184,110
2023-04,Lomonosovsky,YuZAO,154,89
2023-04,Kosino-Ukhtomsky,VAO,160,44
2023-04,Beskudnikovsky,SAO,187,44
2023-04,Biryulyovo Zapadnoye,YuAO,95,87
2023-04,Filimonkovskoye,NAO,85,54
2023-04,Troparyovo-Nikulino,ZAO,175,87
2023-04,Veshnyaki,VAO,186,72
2023-04,Yasenevo,YuZAO,115,35
2023-04,Vnukovo,ZAO,24,72
2023-04,Danilovsky,YuAO,40,117
2023-04,Metrogorodok,VAO,186,16
2023-04,Pervomayskoye,TAO,157,86
